payment_id,order_id,attempt_no,payment_ts,payment_method,payment_status,failure_reason,amount
PAY000003059,O000002282,1,2025-11-03T22:06:46,UPI,FAILED,UPI_PIN_ERROR,2134.74
PAY000003060,O000002283,1,2025-11-03T06:14:38,COD,SUCCESS,,3535.31
PAY000003061,O000002284,1,2025-11-03T06:47:29,Card,SUCCESS,,4601.73
PAY000003062,O000002285,1,2025-11-03T04:50:44,Card,SUCCESS,,445.47
PAY000003063,O000002286,1,2025-11-03T16:08:33,COD,SUCCESS,,4071.78
PAY000003064,O000002287,1,2025-11-03T04:21:29,COD,SUCCESS,,15417.33
PAY000003065,O000002288,1,2025-11-03T23:34:09,Card,SUCCESS,,7484.67
PAY000003066,O000002289,1,2025-11-03T09:51:15,Card,FAILED,BANK_TIMEOUT,1083.08
PAY000003067,O000002289,2,2025-11-03T09:57:57,Card,SUCCESS,,1083.08
PAY000003068,O000002290,1,2025-11-03T07:05:59,UPI,SUCCESS,,6621.48
PAY000003069,O000002291,1,2025-11-03T22:09:12,Wallet,SUCCESS,,13264.32
PAY000003070,O000002292,1,2025-11-03T22:53:06,Card,SUCCESS,,13232.36
PAY000003071,O000002293,1,2025-11-03T02:44:37,Card,FAILED,UPI_PIN_ERROR,6176.55
PAY000003072,O000002293,2,2025-11-03T02:45:24,Card,SUCCESS,,6176.55
PAY000003073,O000002294,1,2025-11-03T14:46:16,UPI,FAILED,BANK_TIMEOUT,2980.72
PAY000003074,O000002294,2,2025-11-03T14:54:58,UPI,SUCCESS,,2980.72
PAY000003075,O000002295,1,2025-11-03T02:55:18,COD,SUCCESS,,7074.22
PAY000003076,O000002296,1,2025-11-03T19:16:09,COD,SUCCESS,,3309.6
PAY000003077,O000002297,1,2025-11-03T14:27:29,UPI,SUCCESS,,1648.33
PAY000003078,O000002298,1,2025-11-03T12:21:45,COD,SUCCESS,,2123.43
PAY000003079,O000002299,1,2025-11-03T05:05:08,COD,SUCCESS,,2751.87
PAY000003080,O000002300,1,2025-11-04T00:17:50,UPI,FAILED,CARD_DECLINED,1496.06
PAY000003081,O000002300,2,2025-11-04T00:20:10,UPI,FAILED,BANK_TIMEOUT,1496.06
PAY000003082,O000002301,1,2025-11-03T06:07:42,Card,FAILED,CARD_DECLINED,1023.3
PAY000003083,O000002301,2,2025-11-03T06:02:51,Card,FAILED,INSUFFICIENT_FUNDS,1023.3
PAY000003084,O000002301,3,2025-11-03T06:08:18,Card,SUCCESS,,1023.3
PAY000003085,O000002302,1,2025-11-03T04:16:58,COD,SUCCESS,,3635.84
PAY000003086,O000002303,1,2025-11-04T20:23:59,COD,SUCCESS,,6191.39
PAY000003087,O000002304,1,2025-11-04T03:52:14,Card,SUCCESS,,2413.06
PAY000003088,O000002305,1,2025-11-04T18:14:48,UPI,SUCCESS,,722.95
PAY000003089,O000002306,1,2025-11-04T20:18:19,Card,SUCCESS,,2183.83
PAY000003090,O000002307,1,2025-11-04T11:38:18,Card,SUCCESS,,22211.01
PAY000003091,O000002308,1,2025-11-04T16:19:20,COD,SUCCESS,,1211.47
PAY000003092,O000002309,1,2025-11-04T19:43:32,UPI,SUCCESS,,10069.2
PAY000003093,O000002310,1,2025-11-04T01:03:39,Card,SUCCESS,,5571.81
PAY000003094,O000002311,1,2025-11-04T02:18:31,Card,SUCCESS,,26309.91
PAY000003095,O000002312,1,2025-11-04T18:02:45,NetBanking,FAILED,CARD_DECLINED,1580.04
PAY000003096,O000002312,2,2025-11-04T18:00:29,NetBanking,SUCCESS,,1580.04
PAY000003097,O000002313,1,2025-11-04T15:29:27,Card,FAILED,UPI_PIN_ERROR,258.22
PAY000003098,O000002313,2,2025-11-04T15:33:42,Card,FAILED,UPI_PIN_ERROR,258.22
PAY000003099,O000002313,3,2025-11-04T15:29:17,Card,FAILED,CARD_DECLINED,258.22
PAY000003100,O000002313,4,2025-11-04T15:30:59,Card,Failed,CARD_DECLINED,258.22
PAY000003101,O000002313,5,2025-11-04T15:35:36,Card,FAILED,FRAUD_SUSPECTED,258.22
PAY000003102,O000002313,6,2025-11-04T15:47:29,Card,SUCCESS,,258.22
PAY000003103,O000002314,1,2025-11-04T03:19:47,Card,SUCCESS,,2742.72
PAY000003104,O000002315,1,2025-11-04T11:16:10,Card,SUCCESS,,428.38
PAY000003105,O000002316,1,2025-11-04T16:13:40,COD,success,,1560.01
PAY000003106,O000002317,1,2025-11-04T06:27:37,UPI,SUCCESS,,2416.68
PAY000003107,O000002318,1,2025-11-04T19:42:32,COD,SUCCESS,,2837.09
PAY000003108,O000002319,1,2025-11-04T04:36:07,Card,SUCCESS,,9140.05
PAY000003109,O000002320,1,2025-11-04T01:41:57,Card,SUCCESS,,4498.23
PAY000003110,O000002321,1,2025-11-04T10:01:41,Card,SUCCESS,,3762.3
PAY000003111,O000002322,1,2025-11-04T15:09:50,UPI,SUCCESS,,4185.83
PAY000003112,O000002323,1,2025-11-04T06:57:38,UPI,SUCCESS,,4680.38
PAY000003113,O000002324,1,2025-11-04T05:52:37,Card,SUCCESS,,1338.66
PAY000003114,O000002325,1,2025-11-04T14:52:00,UPI,SUCCESS,,1540.92
PAY000003115,O000002326,1,2025-11-04T21:48:11,Card,SUCCESS,,41087.87
PAY000003116,O000002327,1,2025-11-04T08:32:27,Card,SUCCESS,,2204.95
PAY000003117,O000002328,1,2025-11-04T12:16:10,NetBanking,SUCCESS,,1151.92
PAY000003118,O000002329,1,2025-11-04T09:16:23,UPI,SUCCESS,,1625.47
PAY000003119,O000002330,1,2025-11-05T21:10:21,UPI,SUCCESS,,20261.08
PAY000003120,O000002331,1,2025-11-05T16:09:11,Card,SUCCESS,,9833.27
PAY000003121,O000002332,1,2025-11-05T01:05:56,Card,FAILED,UPI_PIN_ERROR,4023.72
PAY000003122,O000002332,2,2025-11-05T01:14:56,Card,SUCCESS,,4023.72
PAY000003123,O000002333,1,2025-11-05T01:00:32,NetBanking,SUCCESS,,14823.61
PAY000003124,O000002334,1,2025-11-05T09:12:14,COD,SUCCESS,,2784.12
PAY000003125,O000002335,1,2025-11-05T20:45:53,UPI,SUCCESS,,3537.05
PAY000003126,O000002336,1,2025-11-05T08:07:10,UPI,SUCCESS,,8632.63
PAY000003127,O000002337,1,2025-11-05T11:15:37,Wallet,SUCCESS,,7915.4
PAY000003128,O000002338,1,2025-11-05T17:58:23,COD,SUCCESS,,2130.29
PAY000003129,O000002339,1,2025-11-05T06:50:01,UPI,SUCCESS,,6330.33
PAY000003130,O000002340,1,2025-11-05T15:16:30,NetBanking,SUCCESS,,2528.52
PAY000003131,O000002341,1,2025-11-05T17:55:23,COD,SUCCESS,,9672.35
PAY000003132,O000002342,1,2025-11-06T00:11:23,Card,FAILED,CARD_DECLINED,2671.53
PAY000003133,O000002342,2,2025-11-06T00:18:47,Card,SUCCESS,,2671.53
PAY000003134,O000002343,1,2025-11-05T02:41:29,UPI,FAILED,BANK_TIMEOUT,844.93
PAY000003135,O000002343,2,2025-11-05T02:33:38,UPI,FAILED,BANK_TIMEOUT,844.93
PAY000003136,O000002343,3,2025-11-05T02:38:58,UPI,FAILED,CARD_DECLINED,844.93
PAY000003137,O000002344,1,2025-11-05T02:52:21,COD,SUCCESS,,7248.23
PAY000003138,O000002345,1,2025-11-05T02:26:25,NetBanking,SUCCESS,,4908.92
PAY000003139,O000002346,1,2025-11-05T14:31:10,COD,SUCCESS,,8248.65
PAY000003140,O000002347,1,2025-11-05T23:40:54,NetBanking,SUCCESS,,805.48
PAY000003141,O000002348,1,2025-11-05T03:20:10,Card,FAILED,BANK_TIMEOUT,7837.49
PAY000003142,O000002348,2,2025-11-05T03:22:00,Card,SUCCESS,,7837.49
PAY000003143,O000002349,1,2025-11-05T23:07:06,Card,SUCCESS,,24635.55
PAY000003144,O000002350,1,2025-11-05T14:21:07,UPI,SUCCESS,,2710.35
PAY000003145,O000002351,1,2025-11-05T07:16:45,COD,SUCCESS,,7622.95
PAY000003146,O000002352,1,2025-11-05T02:25:26,UPI,FAILED,CARD_DECLINED,4855.74
PAY000003147,O000002352,2,2025-11-05T02:21:43,UPI,SUCCESS,,4855.74
PAY000003148,O000002353,1,2025-11-05T00:07:35,Card,FAILED,BANK_TIMEOUT,6379.75
PAY000003149,O000002353,2,2025-11-05T00:08:12,Card,success,,6379.75
PAY000003150,O000002354,1,2025-11-05T15:35:54,COD,SUCCESS,,3789.67
PAY000003151,O000002355,1,2025-11-05T23:15:40,UPI,SUCCESS,,21088.33
PAY000003152,O000002356,1,2025-11-05T19:18:27,Card,SUCCESS,,3133.6
PAY000003153,O000002357,1,2025-11-05T00:52:24,UPI,SUCCESS,,1707.12
PAY000003154,O000002358,1,2025-11-05T01:01:52,Card,FAILED,CARD_DECLINED,16100.55
PAY000003155,O000002358,2,2025-11-05T00:58:18,Card,FAILED,CARD_DECLINED,16100.55
PAY000003156,O000002358,3,2025-11-05T01:09:13,Card,SUCCESS,,16100.55
PAY000003157,O000002359,1,2025-11-05T22:57:39,Card,SUCCESS,,1940.44
PAY000003158,O000002360,1,2025-11-06T01:47:37,NetBanking,FAILED,UPI_PIN_ERROR,2741.22
PAY000003159,O000002360,2,2025-11-06T02:05:34,NetBanking,SUCCESS,,2741.22
PAY000003160,O000002361,1,2025-11-06T20:34:05,Card,SUCCESS,,4418.74
PAY000003161,O000002362,1,2025-11-06T05:38:50,Card,SUCCESS,,4353.73
PAY000003162,O000002363,1,2025-11-06T20:21:58,Card,FAILED,BANK_TIMEOUT,16844.99
PAY000003163,O000002363,2,2025-11-06T20:19:46,Card,FAILED,CARD_DECLINED,16844.99
PAY000003164,O000002363,3,2025-11-06T20:31:29,Card,SUCCESS,,16844.99
PAY000003165,O000002364,1,2025-11-06T02:55:06,Card,FAILED,UPI_PIN_ERROR,4665.74
PAY000003166,O000002364,2,2025-11-06T03:03:11,Card,FAILED,CARD_DECLINED,4665.74
PAY000003167,O000002364,3,2025-11-06T03:07:39,Card,SUCCESS,,4665.74
PAY000003168,O000002365,1,2025-11-06T06:19:55,COD,SUCCESS,,640.95
PAY000003169,O000002366,1,2025-11-06T18:50:05,Card,FAILED,CARD_DECLINED,8801.92
PAY000003170,O000002366,2,2025-11-06T18:47:18,Card,FAILED,CARD_DECLINED,8801.92
PAY000003171,O000002366,3,2025-11-06T19:03:18,Card,SUCCESS,,8801.92
PAY000003172,O000002367,1,2025-11-06T11:29:32,COD,SUCCESS,,4432.64
PAY000003173,O000002368,1,2025-11-06T20:56:59,UPI,SUCCESS,,21515.29
PAY000003174,O000002369,1,2025-11-06T09:08:28,COD,SUCCESS,,1260.1
PAY000003175,O000002370,1,2025-11-06T09:31:24,COD,SUCCESS,,9488.29
PAY000003176,O000002371,1,2025-11-06T17:32:30,Card,FAILED,INSUFFICIENT_FUNDS,567.61
PAY000003177,O000002371,2,2025-11-06T17:33:29,Card,FAILED,BANK_TIMEOUT,567.61
PAY000003178,O000002371,3,2025-11-06T17:33:25,Card,FAILED,INSUFFICIENT_FUNDS,567.61
PAY000003179,O000002371,4,2025-11-06T17:35:32,Card,FAILED,CARD_DECLINED,567.61
PAY000003180,O000002371,5,2025-11-06T17:53:38,Card,SUCCESS,,567.61
PAY000003181,O000002372,1,2025-11-06T03:21:00,Wallet,FAILED,CARD_DECLINED,6288.91
PAY000003182,O000002372,2,2025-11-06T03:21:10,Wallet,FAILED,INSUFFICIENT_FUNDS,6288.91
PAY000003183,O000002372,3,2025-11-06T03:39:39,Wallet,SUCCESS,,6288.91
PAY000003184,O000002373,1,2025-11-06T22:11:17,COD,SUCCESS,,1709.34
PAY000003185,O000002374,1,2025-11-06T01:04:01,NetBanking,SUCCESS,,4655.1
PAY000003186,O000002375,1,2025-11-06T18:50:08,COD,SUCCESS,,3665.15
PAY000003187,O000002376,1,2025-11-06T06:54:18,NetBanking,SUCCESS,,13565.31
PAY000003188,O000002377,1,2025-11-06T02:50:42,Card,SUCCESS,,2521.17
PAY000003189,O000002378,1,2025-11-06T23:09:16,Card,SUCCESS,,5429.01
PAY000003190,O000002379,1,2025-11-06T10:48:28,Card,FAILED,FRAUD_SUSPECTED,1348.66
PAY000003191,O000002379,2,2025-11-06T10:56:55,Card,SUCCESS,,1348.66
PAY000003192,O000002380,1,2025-11-06T02:56:26,Card,SUCCESS,,4527.55
PAY000003193,O000002381,1,2025-11-06T09:35:31,NetBanking,SUCCESS,,5545.44
PAY000003194,O000002382,1,2025-11-06T06:48:10,Card,SUCCESS,,12429.42
PAY000003195,O000002383,1,2025-11-06T19:07:17,COD,SUCCESS,,2493.42
PAY000003196,O000002384,1,2025-11-06T10:32:20,NetBanking,SUCCESS,,7479.78
PAY000003197,O000002385,1,2025-11-06T15:35:52,UPI,SUCCESS,,11793.05
PAY000003198,O000002386,1,2025-11-06T12:12:52,COD,SUCCESS,,10505.72
PAY000003199,O000002387,1,2025-11-06T08:42:57,Card,SUCCESS,,3562.2
PAY000003200,O000002388,1,2025-11-06T18:09:01,COD,SUCCESS,,2742.44
PAY000003201,O000002389,1,2025-11-06T07:44:41,UPI,FAILED,INSUFFICIENT_FUNDS,1571.82
PAY000003202,O000002389,2,2025-11-06T07:42:00,UPI,SUCCESS,,1571.82
PAY000003203,O000002390,1,2025-11-06T06:14:32,UPI,SUCCESS,,1412.8
PAY000003204,O000002391,1,2025-11-06T09:52:15,COD,SUCCESS,,3235.5
PAY000003205,O000002392,1,2025-11-06T16:14:21,COD,SUCCESS,,11103.86
PAY000003206,O000002393,1,2025-11-06T20:57:58,COD,SUCCESS,,7410.32
PAY000003207,O000002394,1,2025-11-07T13:16:09,COD,SUCCESS,,1529.69
PAY000003208,O000002395,1,2025-11-07T11:03:09,Card,FAILED,CARD_DECLINED,2999.74
PAY000003209,O000002395,2,2025-11-07T11:11:41,Card,SUCCESS,,2999.74
PAY000003210,O000002396,1,2025-11-07T01:45:09,UPI,SUCCESS,,3361.65
PAY000003211,O000002397,1,2025-11-07T01:00:28,UPI,FAILED,INSUFFICIENT_FUNDS,6278.6
PAY000003212,O000002397,2,2025-11-07T01:00:06,UPI,SUCCESS,,6278.6
PAY000003213,O000002398,1,2025-11-07T19:17:46,COD,SUCCESS,,4311.45
PAY000003214,O000002399,1,2025-11-07T05:03:52,COD,SUCCESS,,959.47
PAY000003215,O000002400,1,2025-11-07T03:28:16,Card,FAILED,INSUFFICIENT_FUNDS,180.28
PAY000003216,O000002400,2,2025-11-07T03:35:17,Card,Success,,180.28
PAY000003217,O000002401,1,2025-11-07T21:27:36,Card,FAILED,CARD_DECLINED,5619.54
PAY000003218,O000002401,2,2025-11-07T21:41:03,Card,SUCCESS,,5619.54
PAY000003219,O000002402,1,2025-11-07T01:55:56,Card,FAILED,BANK_TIMEOUT,917.59
PAY000003220,O000002402,2,2025-11-07T01:55:40,Card,SUCCESS,,917.59
PAY000003221,O000002403,1,2025-11-07T18:57:26,COD,SUCCESS,,4537.17
PAY000003222,O000002404,1,2025-11-07T07:02:00,COD,SUCCESS,,10137.94
PAY000003223,O000002405,1,2025-11-07T17:39:38,Card,SUCCESS,,8140.93
PAY000003224,O000002406,1,2025-11-07T03:59:56,NetBanking,SUCCESS,,2102.53
PAY000003225,O000002407,1,2025-11-07T20:44:06,Card,FAILED,INSUFFICIENT_FUNDS,1541.16
PAY000003226,O000002407,2,2025-11-07T20:48:13,Card,SUCCESS,,1541.16
PAY000003227,O000002408,1,2025-11-07T09:43:19,Card,SUCCESS,,5651.48
PAY000003228,O000002409,1,2025-11-07T02:05:02,COD,SUCCESS,,4773.11
PAY000003229,O000002410,1,2025-11-07T08:14:20,Card,SUCCESS,,23822.67
PAY000003230,O000002411,1,2025-11-07T16:46:23,COD,SUCCESS,,10203.42
PAY000003231,O000002412,1,2025-11-07T05:36:21,Wallet,SUCCESS,,4717.45
PAY000003232,O000002413,1,2025-11-07T13:43:19,NetBanking,SUCCESS,,4253.71
PAY000003233,O000002414,1,2025-11-07T06:16:37,COD,SUCCESS,,566.1
PAY000003234,O000002415,1,2025-11-07T15:19:56,UPI,FAILED,UPI_PIN_ERROR,4251.05
PAY000003235,O000002415,2,2025-11-07T15:15:01,UPI,FAILED,INSUFFICIENT_FUNDS,4251.05
PAY000003236,O000002416,1,2025-11-07T18:09:58,NetBanking,SUCCESS,,23306.29
PAY000003237,O000002417,1,2025-11-07T14:04:20,UPI,SUCCESS,,4253.01
PAY000003238,O000002418,1,2025-11-07T13:12:27,NetBanking,SUCCESS,,4196.51
PAY000003239,O000002419,1,2025-11-07T20:33:51,Card,SUCCESS,,3523.76
PAY000003240,O000002420,1,2025-11-07T10:36:25,UPI,FAILED,CARD_DECLINED,8802.98
PAY000003241,O000002420,2,2025-11-07T10:32:14,UPI,FAILED,UPI_PIN_ERROR,8802.98
PAY000003242,O000002420,3,2025-11-07T10:31:29,UPI,FAILED,INSUFFICIENT_FUNDS,8802.98
PAY000003243,O000002420,4,2025-11-07T10:44:56,UPI,SUCCESS,,8802.98
PAY000003244,O000002421,1,2025-11-07T22:38:42,COD,SUCCESS,,1794.12
PAY000003245,O000002422,1,2025-11-07T10:24:26,Card,SUCCESS,,1707.12
PAY000003246,O000002423,1,2025-11-07T12:59:10,COD,SUCCESS,,2938.7
PAY000003247,O000002424,1,2025-11-07T14:08:24,UPI,SUCCESS,,8977.61
PAY000003248,O000002425,1,2025-11-07T00:55:23,COD,SUCCESS,,3199.28
PAY000003249,O000002426,1,2025-11-07T13:28:36,UPI,SUCCESS,,257.42
PAY000003250,O000002427,1,2025-11-07T07:00:01,Card,FAILED,BANK_TIMEOUT,8796.06
PAY000003251,O000002427,2,2025-11-07T07:08:18,Card,SUCCESS,,8796.06
PAY000003252,O000002428,1,2025-11-08T02:14:45,UPI,SUCCESS,,537.56
PAY000003253,O000002429,1,2025-11-08T13:30:51,Card,SUCCESS,,2087.9
PAY000003254,O000002430,1,2025-11-08T00:20:40,UPI,SUCCESS,,3518.46
PAY000003255,O000002431,1,2025-11-08T09:15:45,COD,SUCCESS,,559.04
PAY000003256,O000002432,1,2025-11-08T08:20:44,COD,SUCCESS,,3078.33
PAY000003257,O000002433,1,2025-11-08T17:24:17,UPI,SUCCESS,,4493.38
PAY000003258,O000002434,1,2025-11-08T10:35:31,COD,SUCCESS,,4843.29
PAY000003259,O000002435,1,2025-11-08T03:51:33,UPI,SUCCESS,,399.55
PAY000003260,O000002436,1,2025-11-08T22:52:06,UPI,SUCCESS,,8152.61
PAY000003261,O000002437,1,2025-11-08T19:14:38,NetBanking,SUCCESS,,8001.48
PAY000003262,O000002438,1,2025-11-08T20:50:47,UPI,FAILED,CARD_DECLINED,5828.59
PAY000003263,O000002438,2,2025-11-08T21:03:25,UPI,SUCCESS,,5828.59
PAY000003264,O000002439,1,2025-11-08T12:20:12,Card,SUCCESS,,841.48
PAY000003265,O000002440,1,2025-11-08T11:25:42,UPI,SUCCESS,,1652.17
PAY000003266,O000002441,1,2025-11-08T00:56:00,UPI,SUCCESS,,6065.81
PAY000003267,O000002442,1,2025-11-08T13:29:08,Card,SUCCESS,,11778.24
PAY000003268,O000002443,1,2025-11-08T20:53:53,Card,SUCCESS,,1842.85
PAY000003269,O000002444,1,2025-11-08T09:50:25,COD,SUCCESS,,5663.74
PAY000003270,O000002445,1,2025-11-08T01:29:33,Card,FAILED,INSUFFICIENT_FUNDS,741.32
PAY000003271,O000002445,2,2025-11-08T01:24:08,Card,FAILED,BANK_TIMEOUT,741.32
PAY000003272,O000002445,3,2025-11-08T01:33:50,Card,FAILED,CARD_DECLINED,741.32
PAY000003273,O000002445,4,2025-11-08T01:34:38,Card,FAILED,INSUFFICIENT_FUNDS,741.32
PAY000003274,O000002445,5,2025-11-08T01:29:41,Card,FAILED,UPI_PIN_ERROR,741.32
PAY000003275,O000002445,6,2025-11-08T01:44:08,Card,SUCCESS,,741.32
PAY000003276,O000002446,1,2025-11-08T09:51:46,NetBanking,SUCCESS,,3168.38
PAY000003277,O000002447,1,2025-11-08T10:05:41,Card,SUCCESS,,29043.85
PAY000003278,O000002448,1,2025-11-08T14:37:54,UPI,SUCCESS,,3271.67
PAY000003279,O000002449,1,2025-11-08T16:31:44,UPI,FAILED,BANK_TIMEOUT,1107.39
PAY000003280,O000002449,2,2025-11-08T16:25:36,UPI,SUCCESS,,1107.39
PAY000003281,O000002450,1,2025-11-08T18:36:31,Card,SUCCESS,,649.36
PAY000003282,O000002451,1,2025-11-08T23:08:51,NetBanking,SUCCESS,,1893.56
PAY000003283,O000002452,1,2025-11-08T09:33:05,COD,SUCCESS,,7341.55
PAY000003284,O000002453,1,2025-11-08T02:05:33,Card,FAILED,CARD_DECLINED,519.33
PAY000003285,O000002453,2,2025-11-08T02:13:00,Card,FAILED,CARD_DECLINED,519.33
PAY000003286,O000002453,3,2025-11-08T02:08:44,Card,SUCCESS,,519.33
PAY000003287,O000002454,1,2025-11-08T19:31:28,COD,SUCCESS,,3061.63
PAY000003288,O000002455,1,2025-11-08T09:43:03,Card,SUCCESS,,3892.41
PAY000003289,O000002456,1,2025-11-08T05:21:02,Card,SUCCESS,,6939.92
PAY000003290,O000002457,1,2025-11-08T07:03:03,Card,SUCCESS,,9173.0
PAY000003291,O000002458,1,2025-11-08T02:21:23,COD,SUCCESS,,3760.93
PAY000003292,O000002459,1,2025-11-09T15:07:57,COD,SUCCESS,,14759.91
PAY000003293,O000002460,1,2025-11-09T21:26:07,UPI,SUCCESS,,3820.78
PAY000003294,O000002461,1,2025-11-09T17:34:32,Card,FAILED,FRAUD_SUSPECTED,1916.27
PAY000003295,O000002461,2,2025-11-09T17:32:38,Card,FAILED,INSUFFICIENT_FUNDS,1916.27
PAY000003296,O000002461,3,2025-11-09T17:28:18,Card,FAILED,INSUFFICIENT_FUNDS,1916.27
PAY000003297,O000002461,4,2025-11-09T17:34:04,Card,FAILED,BANK_TIMEOUT,1916.27
PAY000003298,O000002461,5,2025-11-09T17:31:46,Card,failed,UPI_PIN_ERROR,1916.27
PAY000003299,O000002461,6,2025-11-09T17:45:00,Card,SUCCESS,,1916.27
PAY000003300,O000002462,1,2025-11-09T11:51:00,COD,SUCCESS,,33331.71
PAY000003301,O000002463,1,2025-11-09T22:03:15,COD,SUCCESS,,6633.21
PAY000003302,O000002464,1,2025-11-09T23:23:44,NetBanking,SUCCESS,,4567.64
PAY000003303,O000002465,1,2025-11-09T04:18:26,NetBanking,FAILED,FRAUD_SUSPECTED,4754.64
PAY000003304,O000002465,2,2025-11-09T04:20:25,NetBanking,FAILED,UPI_PIN_ERROR,4754.64
PAY000003305,O000002465,3,2025-11-09T04:16:12,NetBanking,SUCCESS,,4754.64
PAY000003306,O000002466,1,2025-11-09T23:00:07,Card,SUCCESS,,2736.33
PAY000003307,O000002467,1,2025-11-09T02:28:16,Card,FAILED,CARD_DECLINED,399.13
PAY000003308,O000002467,2,2025-11-09T02:32:23,Card,FAILED,UPI_PIN_ERROR,399.13
PAY000003309,O000002467,3,2025-11-09T02:38:37,Card,SUCCESS,,399.13
PAY000003310,O000002468,1,2025-11-09T13:21:39,COD,SUCCESS,,690.46
PAY000003311,O000002469,1,2025-11-09T21:58:46,Card,FAILED,INSUFFICIENT_FUNDS,611.8
PAY000003312,O000002469,2,2025-11-09T22:08:36,Card,SUCCESS,,611.8
PAY000003313,O000002470,1,2025-11-09T03:28:57,NetBanking,FAILED,CARD_DECLINED,1518.91
PAY000003314,O000002470,2,2025-11-09T03:23:41,NetBanking,SUCCESS,,1518.91
PAY000003315,O000002471,1,2025-11-09T18:49:21,Card,SUCCESS,,647.81
PAY000003316,O000002472,1,2025-11-09T10:44:17,UPI,SUCCESS,,2467.86
PAY000003317,O000002473,1,2025-11-09T08:50:54,Card,FAILED,INSUFFICIENT_FUNDS,5291.51
PAY000003318,O000002473,2,2025-11-09T08:46:10,Card,FAILED,CARD_DECLINED,5291.51
PAY000003319,O000002473,3,2025-11-09T09:02:30,Card,SUCCESS,,5291.51
PAY000003320,O000002474,1,2025-11-09T08:49:44,Card,SUCCESS,,18467.59
PAY000003321,O000002475,1,2025-11-09T02:17:39,UPI,SUCCESS,,6213.57
PAY000003322,O000002476,1,2025-11-09T09:50:04,NetBanking,FAILED,INSUFFICIENT_FUNDS,9619.56
PAY000003323,O000002476,2,2025-11-09T09:52:05,NetBanking,SUCCESS,,9619.56
PAY000003324,O000002477,1,2025-11-09T19:31:52,Card,SUCCESS,,12015.7
PAY000003325,O000002478,1,2025-11-09T20:31:10,UPI,SUCCESS,,2476.08
PAY000003326,O000002479,1,2025-11-09T06:06:59,UPI,SUCCESS,,2403.67
PAY000003327,O000002480,1,2025-11-09T05:47:05,COD,SUCCESS,,6894.23
PAY000003328,O000002481,1,2025-11-09T21:47:24,Card,SUCCESS,,7763.1
PAY000003329,O000002482,1,2025-11-09T21:53:00,UPI,FAILED,UPI_PIN_ERROR,9076.39
PAY000003330,O000002482,2,2025-11-09T22:08:54,UPI,SUCCESS,,9076.39
PAY000003331,O000002483,1,2025-11-09T03:46:04,UPI,FAILED,FRAUD_SUSPECTED,1352.94
PAY000003332,O000002483,2,2025-11-09T03:53:50,UPI,SUCCESS,,1352.94
PAY000003333,O000002484,1,2025-11-09T20:14:03,COD,SUCCESS,,3009.6
PAY000003334,O000002485,1,2025-11-09T07:26:06,COD,SUCCESS,,4237.64
PAY000003335,O000002486,1,2025-11-09T15:57:30,Card,SUCCESS,,2601.49
PAY000003336,O000002487,1,2025-11-09T02:24:26,Wallet,FAILED,BANK_TIMEOUT,1664.24
PAY000003337,O000002487,2,2025-11-09T02:28:09,Wallet,FAILED,UPI_PIN_ERROR,1664.24
PAY000003338,O000002487,3,2025-11-09T02:36:22,Wallet,SUCCESS,,1664.24
PAY000003339,O000002488,1,2025-11-09T18:07:00,Card,SUCCESS,,3723.26
PAY000003340,O000002489,1,2025-11-09T09:40:42,Card,SUCCESS,,3900.57
PAY000003341,O000002490,1,2025-11-09T19:35:32,UPI,FAILED,CARD_DECLINED,549.7
PAY000003342,O000002490,2,2025-11-09T19:46:56,UPI,SUCCESS,,549.7
PAY000003343,O000002491,1,2025-11-09T17:38:18,Card,SUCCESS,,9954.9
PAY000003344,O000002492,1,2025-11-09T12:42:07,Card,FAILED,UPI_PIN_ERROR,6902.25
PAY000003345,O000002492,2,2025-11-09T12:42:37,Card,SUCCESS,,6902.25
PAY000003346,O000002493,1,2025-11-09T10:10:54,COD,SUCCESS,,13788.46
PAY000003347,O000002494,1,2025-11-09T21:26:17,UPI,FAILED,BANK_TIMEOUT,18160.16
PAY000003348,O000002494,2,2025-11-09T21:35:37,UPI,SUCCESS,,18160.16
PAY000003349,O000002495,1,2025-11-09T09:52:26,COD,SUCCESS,,550.4
PAY000003350,O000002496,1,2025-11-09T13:06:46,Card,SUCCESS,,569.14
PAY000003351,O000002497,1,2025-11-10T15:09:56,Card,SUCCESS,,9336.83
PAY000003352,O000002498,1,2025-11-10T21:19:43,COD,SUCCESS,,6423.34
PAY000003353,O000002499,1,2025-11-10T04:53:59,UPI,SUCCESS,,4800.59
PAY000003354,O000002500,1,2025-11-10T13:03:09,Card,SUCCESS,,1702.48
PAY000003355,O000002501,1,2025-11-10T05:10:56,Wallet,SUCCESS,,21556.59
PAY000003356,O000002502,1,2025-11-10T11:10:18,Card,SUCCESS,,8249.9
PAY000003357,O000002503,1,2025-11-10T08:09:08,COD,SUCCESS,,1918.18
PAY000003358,O000002504,1,2025-11-10T12:19:07,COD,SUCCESS,,5358.86
PAY000003359,O000002505,1,2025-11-10T07:14:16,Card,SUCCESS,,7982.97
PAY000003360,O000002506,1,2025-11-10T05:48:36,UPI,SUCCESS,,6928.54
PAY000003361,O000002507,1,2025-11-10T02:29:46,UPI,FAILED,BANK_TIMEOUT,8713.06
PAY000003362,O000002507,2,2025-11-10T02:36:28,UPI,SUCCESS,,8713.06
