order_id,session_id,user_id,order_ts,channel,device,device_id,ip_hash,shipping_pincode,city_tier,payment_method,coupon_id,gross_amount,discount_amount,shipping_amount,net_amount,promo_flag,order_status
O000001974,S000044885,U001468,2025-10-21T13:30:06,email,mobile,D67a1a738cc,IP2e2357ee0c,569190,2,Card,,8806.02,0.0,0.0,8806.02,0,PLACED
O000001975,S000044887,U003050,2025-10-21T08:52:33,search,mobile,D632ccfcf2a,IPc2c252ad1e,571647,1,UPI,,1804.03,0.0,0.0,1804.03,0,PLACED
O000001976,S000044913,U000042,2025-10-21T17:50:46,email,mobile,D8f1bf124ea,IP43586b0537,574081,1,UPI,CPN008,2310.86,150.0,0.0,2160.86,0,PLACED
O000001977,S000044918,U002768,2025-10-22T05:58:57,organic,web,D06de9172ac,IP79702f80e1,572769,2,COD,,10294.64,0.0,0.0,10294.64,0,PLACED
O000001978,S000044954,U002571,2025-10-22T10:51:08,search,mobile,D4ba0c946f4,IP8b685302c5,572398,3,COD,,487.01,0.0,85.07,572.08,0,PLACED
O000001979,S000044979,U000539,2025-10-22T02:30:13,email,mobile,Dea2c8e70f9,IP8e7f5779db,577626,1,Card,,4109.04,0.0,0.0,4109.04,0,PLACED
O000001980,S000044995,U000645,2025-10-22T11:02:01,referral,web,Db9412df6a4,IPc461f688b6,572149,1,Card,,2915.68,0.0,0.0,2915.68,0,PLACED
O000001981,S000045009,U002520,2025-10-22T18:37:16,search,web,D150fd7670d,IP0eb75571a5,578018,1,NetBanking,,5137.05,0.0,0.0,5137.05,0,PLACED
O000001982,S000045020,U002026,2025-10-22T06:36:32,organic,mobile,Da8bc807f53,IP8675a2e2df,565894,2,UPI,,13188.59,0.0,0.0,13188.59,0,PLACED
O000001983,S000045093,,2025-10-23T00:08:41,organic,web,D_G_286e4b7007,IP32a964a197,569647,,UPI,SHIPFREE,956.63,80.0,0.0,876.63,0,PLACED
O000001984,S000045114,U000314,2025-10-22T02:45:16,paid_social,mobile,D2ca1fef7f7,IPdd3a387378,565894,2,Card,CPN008,2055.29,150.0,0.0,1905.29,0,PLACED
O000001985,S000045115,U001342,2025-10-22T21:32:27,organic,mobile,D578a40f48f,IPe9d4457f25,575692,2,COD,,7268.62,0.0,0.0,7268.62,0,PLACED
O000001986,S000045121,U001814,2025-10-22T11:03:43,search,web,Dc6fed45ee9,IP5d21f3a262,563966,1,UPI,FLASH40,5293.32,500.0,0.0,4793.32,0,PLACED
O000001987,S000045124,U001330,2025-10-22T01:38:25,search,mobile,D1494a4214c,IPae7c0d1a1d,572398,2,Card,,316.7,0.0,65.69,382.39,0,CANCELLED_PAYMENT_FAILED
O000001988,S000045142,U001298,2025-10-22T02:17:46,email,web,D8ee5d34dec,IPb93625e2a2,569190,3,Wallet,FLAT150,5221.08,150.0,0.0,5071.08,0,PLACED
O000001989,S000045160,U003017,2025-10-22T17:38:09,paid_social,web,D5e89b150da,IP2038c4ce20,569539,2,Card,,4543.65,0.0,0.0,4543.65,0,PLACED
O000001990,S000045169,U001368,2025-10-22T19:49:16,paid_social,web,D93ae5d6896,IP2bf1d4909d,575699,2,Wallet,,9078.03,0.0,0.0,9078.03,0,PLACED
O000001991,S000045176,U001736,2025-10-22T09:48:33,organic,web,Db59a019a63,IP82472d8f01,579260,1,Card,,3684.06,0.0,0.0,3684.06,0,PLACED
O000001992,S000045199,U000394,2025-10-22T02:39:32,organic,mobile,D017c45df95,IP6076464d90,565285,3,UPI,,7331.9,0.0,0.0,7331.9,0,PLACED
O000001993,S000045262,,2025-10-22T03:44:04,search,web,D_G_396158e6cd,IPbfe48ecc12,565568,,Card,,1864.48,0.0,0.0,1864.48,0,PLACED
O000001994,S000045264,U000671,2025-10-22T01:12:26,organic,web,D61b60770a3,IPfa89c8816c,577545,3,UPI,CPN008,1482.64,150.0,0.0,1332.64,0,PLACED
O000001995,S000045277,,2025-10-22T12:54:10,search,web,D_G_a33c60390a,IPbee5dc2a33,568417,,Card,,2103.92,0.0,0.0,2103.92,0,PLACED
O000001996,S000045290,U000299,2025-10-22T00:39:45,email,,D729ae95b0f,IPfacf1a09c9,568518,3,Card,,178.8,0.0,76.44,255.24,0,PLACED
O000001997,S000045301,U001480,2025-10-22T01:15:41,referral,mobile,D7437d12c16,IPd4af769df7,578896,1,Card,,9549.63,0.0,0.0,9549.63,0,PLACED
O000001998,S000045334,U001457,2025-10-22T14:16:20,organic,web,D1f8dead45f,IP2c41dfc5c1,575692,1,COD,,1167.56,0.0,0.0,1167.56,0,PLACED
O000001999,S000045342,U001909,2025-10-22T06:38:48,search,mobile,Dbd0cf46bc9,IP643e7b642d,574360,2,Card,,200.3,0.0,77.78,278.08,0,PLACED
O000002000,S000045350,U002825,2025-10-22T19:40:49,organic,mobile,D092d3272c9,IPdd7c5f09e1,574081,3,UPI,,9240.13,0.0,0.0,9240.13,0,PLACED
O000002001,S000045445,U001691,2025-10-23T05:23:53,referral,web,D544a9e4ffc,IPe51915b8fb,572276,2,UPI,,4872.57,0.0,0.0,4872.57,0,PLACED
O000002002,S000045463,,2025-10-23T20:32:00,Search,mobile,D_G_a60f630ba3,IP000dd90ea6,568940,,Card,,17334.31,0.0,0.0,17334.31,0,PLACED
O000002003,S000045477,U003164,2025-10-23T15:56:10,search,mobile,D0691d343f4,IP1547feeb53,574573,2,NetBanking,,1000.58,0.0,0.0,1000.58,0,PLACED
O000002004,S000045488,,2025-10-23T01:02:39,organic,,D_G_09a4afca4a,IP89b60bed63,564983,,Card,FLAT150,7672.26,150.0,0.0,7522.26,0,PLACED
O000002005,S000045517,U003105,2025-10-23T09:42:46,email,mobile,D73ff83fea1,IP644c2776cc,575618,1,COD,,4803.81,0.0,0.0,4803.81,0,PLACED
O000002006,S000045538,U000046,2025-10-23T06:14:15,search,web,D917f293ffd,IPcfcc12b136,575614,2,COD,,3157.27,0.0,0.0,3157.27,0,PLACED
O000002007,S000045628,U000407,2025-10-23T04:03:10,organic,web,Daedc82d88b,IP710e2ffc2a,576422,2,Card,CPN014,6368.22,120.0,0.0,6248.22,0,PLACED
O000002008,S000045646,U003018,2025-10-23T13:42:14,organic,mobile,Dfd81ce0c57,IP85b9e4a37c,571222,2,Card,SHIPFREE,4229.37,80.0,0.0,4149.37,0,PLACED
O000002009,S000045662,U002351,2025-10-23T06:09:27,paid_social,mobile,D155ef10efb,IPb294423606,572495,2,NetBanking,,3955.01,0.0,0.0,3955.01,0,PLACED
O000002010,S000045689,U002555,2025-10-23T05:26:11,email,mobile,D555df19996,IPcca3bae7ea,579609,1,Card,,2189.04,0.0,0.0,2189.04,0,PLACED
O000002011,S000045698,U001010,2025-10-23T18:22:55,organic,mobile,D03fd04f4ca,IP1e0e46f91e,575661,1,NetBanking,,5545.42,0.0,0.0,5545.42,0,CANCELLED_PAYMENT_FAILED
O000002012,S000045700,U001006,2025-10-23T08:26:05,search,mobile,D898c821f37,IPfaa2b38ef8,,3,COD,SHIPFREE,12650.75,80.0,0.0,12570.75,0,PLACED
O000002013,S000045722,U000187,2025-10-23T23:33:47,email,web,D_RING_05,IP_RING_SHAR,565894,2,UPI,,324.68,0.0,59.55,384.23,0,PLACED
O000002014,S000045790,U002945,2025-10-23T16:04:46,search,mobile,Deb4375ed0c,IPd99f3600c4,,1,UPI,,9422.48,0.0,0.0,9422.48,0,PLACED
O000002015,S000045794,U000142,2025-10-23T10:45:01,organic,mobile,D542d7efbc3,IP108777ea66,575439,1,Card,CPN008,10086.15,150.0,0.0,9936.15,0,PLACED
O000002016,S000045799,U001340,2025-10-23T05:31:55,search,web,D108832b700,IP3eb5f1057e,572163,2,Wallet,,2206.1,0.0,0.0,2206.1,0,PLACED
O000002017,S000045801,U002243,2025-10-23T17:07:20,organic,mobile,Df4a0fd7cd0,IP3b4ef51a0c,579266,2,COD,,9569.72,0.0,0.0,9569.72,0,PLACED
O000002018,S000045813,U002254,2025-10-23T02:00:20,organic,web,Dced2318abc,IP472232c731,565285,2,COD,,17810.02,0.0,0.0,17810.02,0,PLACED
O000002019,S000045830,U001561,2025-10-23T02:27:39,paid_social,mobile,D26bdde63d1,IP1803e0223a,565894,2,NetBanking,,171.38,0.0,40.36,211.74,0,PLACED
O000002020,S000045867,,2025-10-23T22:53:25,paid_social,web,D_G_2f86dc1596,IP772b0cf934,564984,,UPI,,2765.49,0.0,0.0,2765.49,0,PLACED
O000002021,S000045872,U002422,2025-10-23T15:31:21,organic,web,D7c519f223d,IPa3ed05a11b,568375,2,UPI,,291.24,0.0,75.09,366.33,0,PLACED
O000002022,S000045886,U001792,2025-10-23T23:30:34,organic,,Dc94bfd90f1,IP021ba06c68,578418,2,COD,,4665.66,0.0,0.0,4665.66,0,PLACED
O000002023,S000045915,U000794,2025-10-23T06:08:32,organic,web,D80944ab314,IP2d2f4ec205,577548,1,COD,FLASH40,3179.35,500.0,0.0,2679.35,0,PLACED
O000002024,S000045920,U002289,2025-10-23T05:03:56,referral,mobile,Dfed4c88962,IPda967ffde1,571631,1,UPI,,5543.32,0.0,0.0,5543.32,0,PLACED
O000002025,S000045924,U002397,2025-10-23T04:37:30,search,mobile,D72a64e880e,IP3d1741ad48,576074,1,Wallet,,611.46,0.0,0.0,611.46,0,PLACED
O000002026,S000045932,U001203,2025-10-23T14:09:26,referral,mobile,Dc45b48cc4c,IP5bd11a6473,563967,2,UPI,,5192.83,0.0,0.0,5192.83,0,PLACED
O000002027,S000045941,,2025-10-23T09:53:09,paid_social,mobile,D_G_0e592413ed,IP5d79ac77ee,562995,,UPI,,4137.61,0.0,0.0,4137.61,0,PLACED
O000002028,S000045962,,2025-10-23T07:31:11,search,mobile,D_G_6c97dad917,IP43af286844,565332,,UPI,,13954.75,0.0,0.0,13954.75,0,PLACED
O000002029,S000045967,U000845,2025-10-23T07:28:52,search,mobile,D2a48d66b0f,IP820e0c6418,571541,3,Card,,10700.26,0.0,0.0,10700.26,0,PLACED
O000002030,S000045968,U002372,2025-10-23T23:41:43,search,mobile,Db9a743abbd,IPd5af7e9603,575139,2,Card,FLASH40,578.44,0.0,0.0,578.44,0,PLACED
O000002031,S000045989,U000675,2025-10-23T13:58:29,search,web,D8dbe506e7a,IP9d2a81cce8,577626,3,Card,,9834.98,0.0,0.0,9834.98,0,PLACED
O000002032,S000046022,U002185,2025-10-24T22:06:38,referral,mobile,Da8559b9907,IP1b726c2971,579236,1,Card,,4895.9,0.0,0.0,4895.9,0,PLACED
O000002033,S000046046,U002848,2025-10-24T18:05:26,paid_social,mobile,Dadf431b024,IPfa5de0bf0f,576334,3,Card,,8681.32,0.0,0.0,8681.32,0,PLACED
O000002034,S000046049,U002696,2025-10-24T07:37:06,email,web,D6ab712798c,IP7670c2ce5f,576334,1,UPI,,1941.05,0.0,0.0,1941.05,0,PLACED
O000002035,S000046081,U000467,2025-10-24T08:23:59,email,web,D16a2dff553,IPa23c7dc663,575439,2,COD,CPN008,4655.1,150.0,0.0,4505.1,0,PLACED
O000002036,S000046119,U001934,2025-10-24T06:43:21,email,mobile,D665a290636,IP1f1af66c47,572276,2,COD,,25103.79,0.0,0.0,25103.79,0,PLACED
O000002037,S000046131,U002627,2025-10-24T22:48:42,search,web,D0ff0cd1476,IP02b0a10782,568375,1,COD,,1816.04,0.0,0.0,1816.04,0,PLACED
O000002038,S000046142,U000503,2025-10-24T20:40:53,referral,web,D8a7dda4c4c,IPdd7efc20d0,575588,1,UPI,,3427.05,0.0,0.0,3427.05,0,PLACED
O000002039,S000046143,U003152,2025-10-24T21:57:18,search,web,D7bf10c7b28,IP535df70e4a,565285,2,COD,,9621.34,0.0,0.0,9621.34,0,PLACED
O000002040,S000046145,U000318,2025-10-24T09:41:25,referral,web,Dc682a859d9,IP5037d62aee,575614,2,Card,,100.64,0.0,84.79,185.43,0,PLACED
O000002041,S000046170,U000332,2025-10-24T14:36:25,search,web,De6273c635d,IPd8d3dbab58,569190,2,Card,,2640.3,0.0,0.0,2640.3,0,PLACED
O000002042,S000046198,U003162,2025-10-24T18:42:17,search,mobile,Da6fd55b166,IPe19155c62f,575842,1,COD,,3358.98,0.0,0.0,3358.98,0,PLACED
O000002043,S000046232,U000118,2025-10-24T11:04:27,email,mobile,Dad29d86fd5,IP132c994e80,573634,2,COD,,9457.11,0.0,0.0,9457.11,0,PLACED
O000002044,S000046259,,2025-10-24T13:49:44,search,web,D_G_0e1c7e1222,IPa7f6b963f3,565588,,UPI,,4221.38,0.0,0.0,4221.38,0,PLACED
O000002045,S000046290,U002405,2025-10-24T04:26:16,organic,web,D9470f15b5e,IP6492b06c4f,575139,2,Card,,14080.02,0.0,0.0,14080.02,0,PLACED
O000002046,S000046305,U001189,2025-10-24T17:34:35,search,mobile,D1e00cfb08b,IP8b7e7ed02a,565894,3,UPI,,2531.44,0.0,0.0,2531.44,0,PLACED
O000002047,S000046315,U002008,2025-10-24T12:23:15,search,mobile,De0bd4344f9,IPb98c935111,577522,2,UPI,CPN008,3199.14,150.0,0.0,3049.14,0,PLACED
O000002048,S000046367,U002520,2025-10-24T11:30:30,organic,web,D150fd7670d,IP8807bbbc28,578018,1,Wallet,,2355.87,0.0,0.0,2355.87,0,CANCELLED_PAYMENT_FAILED
O000002049,S000046377,U001715,2025-10-24T12:18:17,organic,mobile,D7a94bec852,IP9c944f6876,577548,1,Card,,3199.14,0.0,0.0,3199.14,0,PLACED
O000002050,S000046405,,2025-10-24T01:28:23,paid_social,web,D_G_d97a6428ed,IP4a0d863435,565795,,Card,,4829.88,0.0,0.0,4829.88,0,PLACED
O000002051,S000046424,U002167,2025-10-24T02:12:30,referral,web,D632e3a4149,IP974534b4ab,579609,2,COD,,6429.45,0.0,0.0,6429.45,0,PLACED
O000002052,S000046463,U001331,2025-10-24T05:05:50,organic,web,D38483407f7,IPe5af41ae51,568375,2,UPI,,11669.94,0.0,0.0,11669.94,0,PLACED
O000002053,S000046470,U001938,2025-10-24T07:41:12,search,mobile,D5ad7d8a2aa,IP213066c8aa,565285,1,UPI,CPN012,6120.56,300.0,0.0,5820.56,0,PLACED
O000002054,S000046515,,2025-10-24T12:19:06,organic,mobile,D_G_f6cd85941a,IP14f7a814ed,561593,,COD,,489.64,0.0,49.38,539.02,0,PLACED
O000002055,S000046528,U001536,2025-10-24T17:00:59,email,web,D6abcf7bcfc,IPb8ca3b72ad,572788,2,COD,SHIPFREE,1928.32,80.0,0.0,1848.32,0,PLACED
O000002056,S000046533,U001667,2025-10-24T21:16:21,email,web,D1da88d5815,IP22ab2f13f9,574081,2,COD,CPN014,1480.15,120.0,0.0,1360.15,0,PLACED
O000002057,S000046562,,2025-10-24T23:36:31,email,mobile,D_G_7ef29b0957,IPe85a611f2c,564963,,UPI,,9270.25,0.0,0.0,9270.25,0,PLACED
O000002058,S000046577,U001082,2025-10-24T05:40:44,organic,web,D_RING_05,IP_RING_SHAR,565894,1,UPI,,12788.04,0.0,0.0,12788.04,0,PLACED
O000002059,S000046585,U001476,2025-10-24T12:45:39,search,mobile,D3988576dc8,IP953ee4f7e2,563967,3,COD,,3402.77,0.0,0.0,3402.77,0,PLACED
O000002060,S000046617,U001825,2025-10-24T02:18:18,organic,web,Dd2cbb7d54e,IP9137f53fef,578796,2,Card,,541.11,0.0,0.0,541.11,0,PLACED
O000002061,S000046636,U002538,2025-10-25T05:18:05,organic,web,Deadd676005,IP84dd461915,572398,2,Card,,6787.22,0.0,0.0,6787.22,0,PLACED
O000002062,S000046657,U002608,2025-10-25T09:13:43,organic,web,Db0e8c99f24,IP35fc4d6805,579236,1,UPI,SHIPFREE,6566.91,80.0,0.0,6486.91,0,PLACED
O000002063,S000046686,U000186,2025-10-25T08:53:53,paid_social,mobile,D6ac22fb3ce,IPda74d16afc,565285,3,Card,,5772.22,0.0,0.0,5772.22,0,PLACED
O000002064,S000046698,U002309,2025-10-25T01:44:27,referral,mobile,Dc2a247ebaa,IP487d290316,575674,1,COD,,12838.9,0.0,0.0,12838.9,0,PLACED
O000002065,S000046752,U000047,2025-10-25T02:53:54,referral,web,D00b1fd132e,IPc1339d1f1c,578600,3,UPI,,3756.83,0.0,0.0,3756.83,0,PLACED
O000002066,S000046756,U000897,2025-10-25T23:03:11,referral,mobile,D8ed0ff38bb,IP9db7bd8c6c,579609,2,UPI,,4253.77,0.0,0.0,4253.77,0,PLACED
O000002067,S000046767,U003019,2025-10-25T19:10:14,referral,web,Db0c5fd3d82,IPb965c43b42,574441,2,Card,,14200.2,0.0,0.0,14200.2,0,PLACED
O000002068,S000046798,U001506,2025-10-25T22:25:14,email,mobile,D7abc081eed,IPef076038df,572788,1,UPI,,167.77,0.0,92.96,260.73,0,PLACED
O000002069,S000046836,U002026,2025-10-25T13:42:12,referral,web,Da8bc807f53,IP4d90c71f33,565894,2,UPI,,15271.1,0.0,0.0,15271.1,0,PLACED
O000002070,S000046857,U001075,2025-10-25T20:33:10,email,web,Dc9941ca4bd,IP885a994a3e,574621,2,UPI,,7056.83,0.0,0.0,7056.83,0,PLACED
O000002071,S000046863,,2025-10-25T14:40:35,search,mobile,D_G_fb236f704c,IPad9b0684c0,562492,,COD,,687.15,0.0,0.0,687.15,0,PLACED
O000002072,S000046878,U001555,2025-10-25T21:40:42,referral,web,Dc6bcc61f01,IPca284b4376,579884,2,Card,,2525.52,0.0,0.0,2525.52,0,PLACED
O000002073,S000046915,U000719,2025-10-25T02:41:37,email,web,D62d6357b6f,IPb7dc67d95f,571631,1,COD,,458.0,0.0,79.37,537.37,0,PLACED
O000002074,S000046921,U001943,2025-10-25T17:25:27,search,web,D64e53c96a6,IPe8fcf7dd6f,577742,2,Card,,1520.9,0.0,0.0,1520.9,0,PLACED
O000002075,S000047032,,2025-10-25T06:33:56,paid_social,web,D_G_4e4ec4bcbe,IP85a4bdd426,566176,,COD,FLASH40,16610.72,500.0,0.0,16110.72,0,PLACED
O000002076,S000047044,U002971,2025-10-25T03:03:58,email,mobile,D5752f6e2f0,IP3e39759fde,569190,1,UPI,CPN008,14121.33,150.0,0.0,13971.33,0,PLACED
O000002077,S000047060,U002912,2025-10-25T23:49:49,organic,web,Dcb01bd1e0b,IPb898236302,575674,2,Card,,11527.44,0.0,0.0,11527.44,0,PLACED
O000002078,S000047100,,2025-10-25T03:22:42,paid_social,mobile,D_G_019fe98ecc,IP7820a7397c,568895,,Wallet,SHIPFREE,12335.71,80.0,0.0,12255.71,0,PLACED
O000002079,S000047104,U000123,2025-10-25T16:42:30,search,mobile,D5cbc5df844,IP928b91a25d,569190,3,COD,,5362.2,0.0,0.0,5362.2,0,PLACED
O000002080,S000047124,U002585,2025-10-25T13:04:01,organic,mobile,D3daf40afc6,IP2275dc14b3,573828,2,Card,FLASH40,8475.25,500.0,0.0,7975.25,0,PLACED
O000002081,S000047168,U003124,2025-10-25T00:49:40,paid_social,web,Df2a7f5bc45,IP18edd05cfd,574252,1,Card,CPN008,919.05,150.0,0.0,769.05,0,PLACED
O000002082,S000047179,U001183,2025-10-25T16:06:28,organic,web,D9af0e62201,IPafeec7038a,575692,2,Card,,194.8,0.0,37.59,232.39,0,PLACED
O000002083,S000047220,U001873,2025-10-25T06:27:10,search,mobile,D3ce1acb2de,IP6d31450b81,575842,1,COD,,11310.78,0.0,0.0,11310.78,0,PLACED
O000002084,S000047239,U001465,2025-10-25T10:47:02,search,web,D9fdc4d019d,IP3a58ce5109,573828,3,NetBanking,,829.74,0.0,0.0,829.74,0,PLACED
O000002085,S000047248,,2025-10-25T06:08:51,paid_social,web,D_G_75d628804b,IP59b3f78822,568208,,UPI,FLAT150,4374.21,150.0,0.0,4224.21,0,PLACED
O000002086,S000047253,U001266,2025-10-25T23:39:21,paid_social,web,D5ee0f4e16d,IPeb4fe95c3d,578418,1,UPI,FLASH40,654.96,0.0,0.0,654.96,0,PLACED
O000002087,S000047255,,2025-10-25T15:07:15,organic,mobile,D_G_e825f83291,IP7d7c1bea93,567159,,UPI,,6574.69,0.0,0.0,6574.69,0,PLACED
O000002088,S000047307,,2025-10-26T22:22:19,paid_social,mobile,D_G_758f5bb003,IPabc2c58c39,561463,,COD,,15105.86,0.0,0.0,15105.86,0,PLACED
O000002089,S000047344,U000438,2025-10-26T02:59:37,search,web,D87d85299b2,IPb0ab95cb48,568375,3,UPI,SHIPFREE,3285.06,80.0,0.0,3205.06,0,PLACED
O000002090,S000047392,U000190,2025-10-26T03:13:55,search,mobile,Dd0e09104d8,IP35e26287c4,577899,2,UPI,,9691.2,0.0,0.0,9691.2,0,PLACED
O000002091,S000047399,U002851,2025-10-26T13:44:02,paid_social,,Dff46ca38c6,IP273d5e7b37,579260,2,UPI,CPN008,2983.08,150.0,0.0,2833.08,0,PLACED
O000002092,S000047418,U000873,2025-10-26T06:25:31,email,mobile,D2c70ea870a,IPc04d8f4944,577548,1,UPI,,1609.33,0.0,0.0,1609.33,0,PLACED
O000002093,S000047425,U000365,2025-10-26T02:09:55,referral,mobile,Dff1ebee1eb,IP5ae576a1f3,578963,1,COD,CPN014,4631.88,120.0,0.0,4511.88,0,PLACED
O000002094,S000047465,U000804,2025-10-26T01:52:32,organic,mobile,D866ac6af5c,IP5bcc56814d,573634,2,UPI,SHIPFREE,4286.43,80.0,0.0,4206.43,0,PLACED
O000002095,S000047472,U002084,2025-10-26T00:38:59,email,mobile,Dbdccface80,IP24ec3ef3ed,572398,2,Card,,19351.79,0.0,0.0,19351.79,0,PLACED
O000002096,S000047478,,2025-10-26T01:53:20,paid_social,mobile,D_G_c44e197bed,IP7d976d780d,563852,,Wallet,,3708.62,0.0,0.0,3708.62,0,PLACED
O000002097,S000047548,U000778,2025-10-26T18:53:21,search,mobile,D60c396597d,IP71bff794d9,575661,1,COD,SHIPFREE,1540.92,80.0,0.0,1460.92,0,PLACED
O000002098,S000047565,U001663,2025-10-26T00:49:46,email,web,D3f323bb00c,IPebea2df83f,574597,1,UPI,,7884.64,0.0,0.0,7884.64,0,PLACED
O000002099,S000047569,U002064,2025-10-26T17:09:46,organic,web,De10df9d601,IP5d299be925,578600,3,COD,,243.98,0.0,78.21,322.19,0,PLACED
O000002100,S000047575,,2025-10-26T17:47:52,paid_social,web,D_G_094c7e608a,IP370a56e75b,568318,,UPI,,2022.99,0.0,0.0,2022.99,0,PLACED
O000002101,S000047636,,2025-10-26T03:18:51,paid_social,mobile,D_G_e229884e9a,IP66e989a2a2,562541,,Card,,2795.68,0.0,0.0,2795.68,0,PLACED
O000002102,S000047657,U000622,2025-10-26T16:17:48,search,web,D7a41c83e00,IPb36d68e58f,576422,2,UPI,,7703.37,0.0,0.0,7703.37,0,PLACED
O000002103,S000047688,,2025-10-26T19:23:49,paid_social,web,D_G_449cccc2c8,IP2f20daae7e,567095,,UPI,,4333.76,0.0,0.0,4333.76,0,PLACED
O000002104,S000047722,U001584,2025-10-26T19:21:50,organic,web,D60208c8cd1,IP9d839c3b14,568518,3,UPI,,5444.07,0.0,0.0,5444.07,0,PLACED
O000002105,S000047755,U001883,2025-10-26T17:23:51,organic,web,Dc8ecdb1d16,IPd37005aa68,572276,2,Card,,11850.86,0.0,0.0,11850.86,0,PLACED
O000002106,S000047762,U002939,2025-10-26T12:28:00,search,mobile,D410c6a48f0,IP6d53762178,575842,1,Card,,5239.07,0.0,0.0,5239.07,0,PLACED
O000002107,S000047786,U000299,2025-10-26T09:48:51,paid_social,mobile,D729ae95b0f,IPfa893ed4ef,568518,3,NetBanking,,2029.67,0.0,0.0,2029.67,0,PLACED
O000002108,S000047809,U001938,2025-10-26T19:54:32,search,web,D5ad7d8a2aa,IP255245c6ac,565285,1,Wallet,FLASH40,1529.69,500.0,0.0,1029.69,0,PLACED
O000002109,S000047833,,2025-10-27T10:57:31,paid_social,mobile,D_G_6c35c2c1b2,IP9bb99240fb,569156,,UPI,,8248.82,0.0,0.0,8248.82,0,PLACED
O000002110,S000047942,U000094,2025-10-27T11:51:51,organic,web,De70b464ce5,IP4fdd0abece,574252,1,UPI,,14040.21,0.0,0.0,14040.21,0,PLACED
O000002111,S000047957,U000068,2025-10-27T03:13:04,paid_social,web,D7d11efb54e,IP5ce2bc8a91,571561,2,Card,,3823.46,0.0,0.0,3823.46,0,PLACED
O000002112,S000047972,U000126,2025-10-27T08:29:56,email,web,D0b8282bdac,IPb9853e78ee,563966,1,COD,,4627.98,0.0,0.0,4627.98,0,PLACED
O000002113,S000048006,U000103,2025-10-27T22:44:42,referral,mobile,D1dcccc350f,IP4adc3b46cd,563967,2,Card,,11399.76,0.0,0.0,11399.76,0,PLACED
O000002114,S000048030,U000600,2025-10-27T12:20:56,referral,mobile,D4e5bc83cda,IPac738ca05c,563967,2,COD,,11267.16,0.0,0.0,11267.16,0,PLACED
O000002115,S000048038,U000110,2025-10-27T15:47:07,paid_social,web,Dcc4a3c5bc6,IP81b312b50f,578796,1,NetBanking,FLASH40,10625.13,500.0,0.0,10125.13,0,PLACED
O000002116,S000048057,,2025-10-27T00:56:59,organic,mobile,D_G_959bf222a1,IP7bcb34764d,562811,,UPI,,5707.59,0.0,0.0,5707.59,0,PLACED
O000002117,S000048126,U001047,2025-10-27T20:35:52,organic,mobile,D21c5a3ab34,IP17c08ba266,573709,1,Card,SHIPFREE,696.33,80.0,0.0,616.33,0,PLACED
O000002118,S000048196,,2025-10-27T18:40:52,email,web,D_G_8f64d3f16c,IP4c493182a9,563573,,UPI,FLASH40,13795.76,500.0,0.0,13295.76,0,PLACED
O000002119,S000048234,U002041,2025-10-27T12:01:22,search,mobile,Dd3ba467395,IP923a9e9d9e,575842,2,UPI,,20848.5,0.0,0.0,20848.5,0,PLACED
O000002120,S000048240,U003140,2025-10-27T01:15:00,paid_social,web,D04f7d1378e,IPc7a4310a3a,578796,2,Card,,2911.77,0.0,0.0,2911.77,0,CANCELLED_PAYMENT_FAILED
O000002121,S000048241,U000813,2025-10-27T16:01:27,email,mobile,D2b8eeca12d,IP24edf7a1a8,574252,1,Card,,1240.46,0.0,0.0,1240.46,0,PLACED
O000002122,S000048268,U001569,2025-10-27T07:45:30,organic,mobile,Deca9bdfe07,IPbac4412af1,575438,3,Card,,5578.86,0.0,0.0,5578.86,0,CANCELLED_PAYMENT_FAILED
O000002123,S000048273,U000225,2025-10-27T05:28:58,organic,web,D8682eee1a7,IP2601131774,575139,2,UPI,FASHION30,12135.25,400.0,0.0,11735.25,0,PLACED
O000002124,S000048282,,2025-10-28T12:06:42,search,web,D_G_1d6e762260,IP0879218cc0,564566,,UPI,,14732.4,0.0,0.0,14732.4,0,PLACED
O000002125,S000048296,U001672,2025-10-28T11:15:35,referral,web,Da8808c1568,IPbc172152a3,574597,3,UPI,SHIPFREE,3958.7,80.0,0.0,3878.7,0,PLACED
O000002126,S000048298,U000263,2025-10-28T03:26:02,search,mobile,De79e39575e,IP512fbf2497,575661,1,Card,SHIPFREE,1090.14,80.0,0.0,1010.14,0,PLACED
O000002127,S000048315,U001139,2025-10-28T22:28:23,email,web,D72dbe056f5,IPea5223bc16,574360,1,Card,,5278.52,0.0,0.0,5278.52,0,PLACED
O000002128,S000048376,,2025-10-28T07:12:32,email,mobile,D_G_9360027544,IP7a01961448,568639,,UPI,,1601.54,0.0,0.0,1601.54,0,PLACED
O000002129,S000048437,U001827,2025-10-28T01:50:10,organic,mobile,Dac0d01ac75,IP613566bff7,572398,2,Wallet,CPN014,1281.07,120.0,0.0,1161.07,0,PLACED
O000002130,S000048448,U003164,2025-10-28T07:59:16,search,web,D0691d343f4,IP509297996f,574573,2,COD,,1600.0,0.0,0.0,1600.0,0,PLACED
O000002131,S000048477,U001447,2025-10-28T22:25:46,search,web,D5b90717bb4,IP73402d4064,575618,1,COD,,5601.57,0.0,0.0,5601.57,0,PLACED
