rank,order_id,user_id,order_ts,net_amount,payment_method,coupon_id,shipping_pincode,risk_score,risk_band,reason_1,evidence_1,reason_2,evidence_2,reason_3,evidence_3,recommended_action,discount_pct,failed_attempts,device_orders_count,pincode_orders_count,days_since_signup,prior_refunds_count
2202,O000003535,U000815,2025-12-23 03:16:05,6258.64,card,flat150,568518.0,14,Low,PINCODE_REUSE,pincode_orders_count=164,DEVICE_REUSE,device_orders_count=3,,,ALLOW,2.3405902032256454,0,3,164,9999,0
2203,O000002952,U001476,2025-11-29 21:28:05,6230.56,card,none,563967.0,14,Low,PINCODE_REUSE,pincode_orders_count=168,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,168,9999,0
2204,O000003034,U000186,2025-12-03 05:42:12,6207.57,card,none,565285.0,14,Low,PINCODE_REUSE,pincode_orders_count=120,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,120,9999,0
2205,O000000347,U001223,2025-08-17 21:33:42,6183.17,card,none,576422.0,14,Low,PINCODE_REUSE,pincode_orders_count=61,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,61,9999,0
2206,O000001041,U000833,2025-09-14 13:12:09,6166.26,upi,none,577970.0,14,Low,PINCODE_REUSE,pincode_orders_count=51,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,51,9999,0
2207,O000002582,U000712,2025-11-14 08:52:47,6159.1,card,none,563966.0,14,Low,PINCODE_REUSE,pincode_orders_count=132,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,132,9999,0
2208,O000000679,U000819,2025-09-01 20:55:25,6146.87,card,none,573828.0,14,Low,PINCODE_REUSE,pincode_orders_count=52,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,52,9999,0
2209,O000000829,U001205,2025-09-06 01:29:27,6142.19,upi,none,563966.0,14,Low,PINCODE_REUSE,pincode_orders_count=132,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,132,9999,0
2210,O000003896,U002587,2026-01-05 09:36:28,6139.53,card,none,565285.0,14,Low,PINCODE_REUSE,pincode_orders_count=120,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,120,9999,1
2211,O000001236,U002435,2025-09-22 03:16:30,6128.41,upi,shipfree,563967.0,14,Low,PINCODE_REUSE,pincode_orders_count=168,DEVICE_REUSE,device_orders_count=3,,,ALLOW,1.2885746914266294,0,3,168,9999,1
2212,O000000507,U002017,2025-08-24 00:59:39,6078.76,card,none,563967.0,14,Low,PINCODE_REUSE,pincode_orders_count=168,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,168,9999,1
2213,O000004329,U001969,2026-01-21 06:46:22,6005.7,wallet,none,579266.0,14,Low,PINCODE_REUSE,pincode_orders_count=52,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,52,9999,0
2214,O000000929,U002650,2025-09-09 07:16:51,5969.47,card,none,579260.0,14,Low,PINCODE_REUSE,pincode_orders_count=64,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,64,9999,1
2215,O000004276,U001468,2026-01-18 04:42:10,5922.03,card,none,569190.0,14,Low,PINCODE_REUSE,pincode_orders_count=95,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,95,9999,0
2216,O000001321,U000445,2025-09-26 21:59:43,5898.18,upi,cpn008,577522.0,14,Low,PINCODE_REUSE,pincode_orders_count=68,DEVICE_REUSE,device_orders_count=3,,,ALLOW,2.480084918107596,0,3,68,9999,0
2217,O000002977,U000181,2025-11-30 08:49:27,5830.23,upi,none,563966.0,14,Low,PINCODE_REUSE,pincode_orders_count=132,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,132,9999,0
2218,O000001197,U001104,2025-09-21 07:24:52,5811.76,card,flat150,577934.0,14,Low,PINCODE_REUSE,pincode_orders_count=49,DEVICE_REUSE,device_orders_count=3,,,ALLOW,2.5160355331311557,0,3,49,9999,1
2219,O000004552,U002599,2026-01-28 03:24:27,5775.08,upi,none,575661.0,14,Low,PINCODE_REUSE,pincode_orders_count=51,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,51,9999,0
2220,O000002063,U000186,2025-10-25 08:53:53,5772.22,card,none,565285.0,14,Low,PINCODE_REUSE,pincode_orders_count=120,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,120,9999,0
2221,O000001582,U001205,2025-10-05 11:22:02,5756.1,upi,none,563966.0,14,Low,PINCODE_REUSE,pincode_orders_count=132,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,132,9999,0
2222,O000000288,U002919,2025-08-15 16:36:01,5753.98,netbanking,none,569539.0,14,Low,PINCODE_REUSE,pincode_orders_count=138,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,138,9999,0
2223,O000002273,U000181,2025-11-02 12:44:07,5748.17,netbanking,none,563966.0,14,Low,PINCODE_REUSE,pincode_orders_count=132,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,132,9999,0
2224,O000002175,U002156,2025-10-29 03:09:54,5713.66,netbanking,none,565894.0,14,Low,PINCODE_REUSE,pincode_orders_count=127,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,127,9999,0
2225,O000000267,U000143,2025-08-15 00:21:36,5711.12,card,none,563967.0,14,Low,PINCODE_REUSE,pincode_orders_count=168,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,168,9999,0
2226,O000003123,U000839,2025-12-07 20:43:56,5709.43,wallet,flat150,579266.0,14,Low,PINCODE_REUSE,pincode_orders_count=52,DEVICE_REUSE,device_orders_count=3,,,ALLOW,2.5599759703588916,0,3,52,9999,0
2227,O000004368,U001431,2026-01-22 23:20:34,5661.69,wallet,none,568518.0,14,Low,PINCODE_REUSE,pincode_orders_count=164,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,164,9999,1
2228,O000002408,U000336,2025-11-07 09:34:23,5651.48,card,none,571631.0,14,Low,PINCODE_REUSE,pincode_orders_count=42,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,42,9999,1
2229,O000001719,U002156,2025-10-11 23:32:39,5611.98,netbanking,none,565894.0,14,Low,PINCODE_REUSE,pincode_orders_count=127,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,127,9999,0
2230,O000002969,U001680,2025-11-30 08:42:54,5576.91,upi,none,571541.0,14,Low,PINCODE_REUSE,pincode_orders_count=38,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,38,9999,0
2231,O000002310,U001535,2025-11-04 00:48:36,5571.81,card,none,576074.0,14,Low,PINCODE_REUSE,pincode_orders_count=62,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,62,9999,0
2232,O000003109,U002987,2025-12-06 03:50:47,5571.19,card,none,565894.0,14,Low,PINCODE_REUSE,pincode_orders_count=127,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,127,9999,0
2233,O000000774,U000864,2025-09-04 19:38:43,5569.94,card,none,577965.0,14,Low,PINCODE_REUSE,pincode_orders_count=43,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,43,9999,1
2234,O000003813,U001753,2026-01-02 20:13:05,5568.98,netbanking,none,578963.0,14,Low,PINCODE_REUSE,pincode_orders_count=61,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,61,9999,1
2235,O000003634,U003060,2025-12-27 10:40:02,5518.31,card,none,576334.0,14,Low,PINCODE_REUSE,pincode_orders_count=45,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,45,9999,1
2236,O000000676,U000878,2025-08-31 11:08:21,5508.28,upi,none,578896.0,14,Low,PINCODE_REUSE,pincode_orders_count=47,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,47,9999,0
2237,O000000021,U000691,2025-08-03 02:30:57,5497.89,card,none,568375.0,14,Low,PINCODE_REUSE,pincode_orders_count=124,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,124,9999,0
2238,O000002518,U001505,2025-11-10 17:58:41,5484.39,card,none,563966.0,14,Low,PINCODE_REUSE,pincode_orders_count=132,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,132,9999,0
2239,O000000797,U002128,2025-09-05 06:16:45,5474.5,card,none,568518.0,14,Low,PINCODE_REUSE,pincode_orders_count=164,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,164,9999,0
2240,O000002561,U001996,2025-11-13 00:02:27,5472.97,card,none,577080.0,14,Low,PINCODE_REUSE,pincode_orders_count=46,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,46,9999,0
2241,O000002378,U001386,2025-11-06 23:02:19,5429.01,card,none,578896.0,14,Low,PINCODE_REUSE,pincode_orders_count=47,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,47,9999,0
2242,O000000931,U002912,2025-09-09 20:53:37,5418.01,card,none,575674.0,14,Low,PINCODE_REUSE,pincode_orders_count=44,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,44,9999,0
2243,O000004067,U001221,2026-01-12 11:31:44,5402.44,card,none,572769.0,14,Low,PINCODE_REUSE,pincode_orders_count=64,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,64,9999,0
2244,O000000248,U002366,2025-08-14 21:02:16,5303.9,upi,none,563966.0,14,Low,PINCODE_REUSE,pincode_orders_count=132,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,132,9999,0
2245,O000001800,U001060,2025-10-14 22:15:04,5302.62,card,none,577934.0,14,Low,PINCODE_REUSE,pincode_orders_count=49,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,49,9999,0
2246,O000002473,U000611,2025-11-09 08:44:07,5291.51,card,none,577965.0,14,Low,PINCODE_REUSE,pincode_orders_count=43,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,43,9999,0
2247,O000001553,U001781,2025-10-04 08:56:26,5277.37,card,shipfree,577934.0,14,Low,PINCODE_REUSE,pincode_orders_count=49,DEVICE_REUSE,device_orders_count=3,,,ALLOW,1.4932700186845411,0,3,49,9999,1
2248,O000004576,U000247,2026-01-29 14:10:41,5270.23,card,none,578018.0,14,Low,PINCODE_REUSE,pincode_orders_count=42,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,42,9999,0
2249,O000003407,U000247,2025-12-18 10:39:31,5260.62,card,none,578018.0,14,Low,PINCODE_REUSE,pincode_orders_count=42,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,42,9999,0
2250,O000004305,U001567,2026-01-20 23:34:27,5232.72,card,none,576422.0,14,Low,PINCODE_REUSE,pincode_orders_count=61,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,61,9999,1
2251,O000000258,U001475,2025-08-14 20:05:48,5221.08,card,none,579260.0,14,Low,PINCODE_REUSE,pincode_orders_count=64,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,64,9999,0
2252,O000001502,U000293,2025-10-02 14:08:50,5198.81,upi,shipfree,569539.0,14,Low,PINCODE_REUSE,pincode_orders_count=138,DEVICE_REUSE,device_orders_count=3,,,ALLOW,1.5154930751438296,0,3,138,9999,0
2253,O000000004,U002435,2025-08-03 16:40:31,5184.57,upi,none,563967.0,14,Low,PINCODE_REUSE,pincode_orders_count=168,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,168,9999,1
2254,O000000401,U002137,2025-08-20 09:32:43,5177.35,upi,none,573709.0,14,Low,PINCODE_REUSE,pincode_orders_count=56,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,56,9999,1
2255,O000001631,U002661,2025-10-07 05:38:10,5156.72,card,none,579236.0,14,Low,PINCODE_REUSE,pincode_orders_count=38,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,38,9999,0
2256,O000001981,U002520,2025-10-22 18:37:16,5137.05,netbanking,none,578018.0,14,Low,PINCODE_REUSE,pincode_orders_count=42,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,42,9999,0
2257,O000003762,U000418,2025-12-31 13:32:21,5126.09,upi,none,579609.0,14,Low,PINCODE_REUSE,pincode_orders_count=47,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,47,9999,0
2258,O000002947,U002051,2025-11-29 10:12:20,5116.05,card,cpn014,569190.0,14,Low,PINCODE_REUSE,pincode_orders_count=95,DEVICE_REUSE,device_orders_count=3,,,ALLOW,2.2918039361732605,0,3,95,9999,0
2259,O000000221,U001827,2025-08-13 13:31:15,5096.36,card,none,572398.0,14,Low,PINCODE_REUSE,pincode_orders_count=56,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,56,9999,0
2260,O000000495,U001332,2025-08-24 10:40:25,5074.53,card,flat150,573634.0,14,Low,PINCODE_REUSE,pincode_orders_count=37,DEVICE_REUSE,device_orders_count=3,,,ALLOW,2.871071656206396,0,3,37,9999,0
2261,O000000107,U002637,2025-08-07 13:04:24,5050.96,netbanking,flat150,575439.0,14,Low,PINCODE_REUSE,pincode_orders_count=60,DEVICE_REUSE,device_orders_count=3,,,ALLOW,2.8840829385344247,0,3,60,9999,1
2262,O000002723,U001239,2025-11-20 02:51:01,5044.92,card,none,579236.0,14,Low,PINCODE_REUSE,pincode_orders_count=38,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,38,9999,0
2263,O000000287,U002015,2025-08-15 15:16:41,5040.65,upi,fashion30,569190.0,14,Low,PINCODE_REUSE,pincode_orders_count=95,DEVICE_REUSE,device_orders_count=3,,,ALLOW,7.352062713094944,0,3,95,9999,1
2264,O000004499,U002106,2026-01-27 07:15:15,5038.87,card,none,563967.0,14,Low,PINCODE_REUSE,pincode_orders_count=168,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,168,9999,0
2265,O000003526,U002723,2025-12-22 08:13:22,5017.77,card,none,571647.0,14,Low,PINCODE_REUSE,pincode_orders_count=66,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,66,9999,1
2266,O000004029,U001393,2026-01-11 18:46:45,5006.03,card,none,563966.0,14,Low,PINCODE_REUSE,pincode_orders_count=132,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,132,9999,1
2267,O000002184,U002687,2025-10-30 04:59:50,4996.27,upi,none,575438.0,14,Low,PINCODE_REUSE,pincode_orders_count=38,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,38,9999,0
2268,O000000249,U000293,2025-08-14 15:25:37,4993.09,wallet,cpn010,569539.0,14,Low,PINCODE_REUSE,pincode_orders_count=138,DEVICE_REUSE,device_orders_count=3,,,ALLOW,5.667766843186116,0,3,138,9999,0
2269,O000001749,U000105,2025-10-13 00:03:18,4977.86,upi,none,572769.0,14,Low,PINCODE_REUSE,pincode_orders_count=64,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,64,9999,0
2270,O000000102,U002003,2025-08-07 07:31:21,4966.24,card,none,568375.0,14,Low,PINCODE_REUSE,pincode_orders_count=124,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,124,9999,0
2271,O000000643,U001445,2025-08-31 19:40:13,4916.54,upi,none,569539.0,14,Low,PINCODE_REUSE,pincode_orders_count=138,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,138,9999,0
2272,O000002345,U000626,2025-11-05 02:17:48,4908.92,netbanking,none,572276.0,14,Low,PINCODE_REUSE,pincode_orders_count=35,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,35,9999,0
2273,O000004119,U001791,2026-01-14 12:24:22,4865.66,card,none,575661.0,14,Low,PINCODE_REUSE,pincode_orders_count=51,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,51,9999,0
2274,O000000013,U000152,2025-08-03 17:04:12,4853.16,card,none,579266.0,14,Low,PINCODE_REUSE,pincode_orders_count=52,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,52,9999,0
2275,O000003849,U002773,2026-01-04 16:58:11,4826.95,upi,none,574252.0,14,Low,PINCODE_REUSE,pincode_orders_count=51,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,51,9999,1
2276,O000001113,U002587,2025-09-17 13:13:00,4824.23,netbanking,none,565285.0,14,Low,PINCODE_REUSE,pincode_orders_count=120,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,120,9999,1
2277,O000001461,U001096,2025-10-01 09:16:37,4811.07,upi,none,574621.0,14,Low,PINCODE_REUSE,pincode_orders_count=36,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,36,9999,0
2278,O000001986,U001814,2025-10-22 11:03:43,4793.32,upi,flash40,563966.0,14,Low,PINCODE_REUSE,pincode_orders_count=132,DEVICE_REUSE,device_orders_count=3,,,ALLOW,9.445867621832802,0,3,132,9999,0
2279,O000000364,U000365,2025-08-18 10:43:00,4762.97,card,none,578963.0,14,Low,PINCODE_REUSE,pincode_orders_count=61,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,61,9999,1
2280,O000002206,U000418,2025-10-31 08:28:57,4756.84,wallet,none,579609.0,14,Low,PINCODE_REUSE,pincode_orders_count=47,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,47,9999,0
2281,O000002465,U002871,2025-11-09 04:10:52,4754.64,netbanking,none,565894.0,14,Low,PINCODE_REUSE,pincode_orders_count=127,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,127,9999,0
2282,O000003540,U001159,2025-12-23 16:18:35,4741.48,card,none,unknown,14,Low,PINCODE_REUSE,pincode_orders_count=36,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,36,9999,0
2283,O000001087,U000042,2025-09-15 02:13:57,4738.58,upi,none,574081.0,14,Low,PINCODE_REUSE,pincode_orders_count=43,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,43,9999,0
2284,O000000097,U001165,2025-08-07 14:49:18,4731.08,card,none,565894.0,14,Low,PINCODE_REUSE,pincode_orders_count=127,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,127,9999,1
2285,O000002412,U001471,2025-11-07 05:18:59,4717.45,wallet,none,577899.0,14,Low,PINCODE_REUSE,pincode_orders_count=54,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,54,9999,0
2286,O000004604,U000619,2026-01-30 07:00:16,4716.31,card,none,577545.0,14,Low,PINCODE_REUSE,pincode_orders_count=39,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,39,9999,0
2287,O000002545,U001692,2025-11-12 08:30:32,4713.59,card,none,563966.0,14,Low,PINCODE_REUSE,pincode_orders_count=132,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,132,9999,0
2288,O000002578,U003043,2025-11-14 11:45:33,4692.85,upi,none,576088.0,14,Low,PINCODE_REUSE,pincode_orders_count=46,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,46,9999,0
2289,O000004154,U002218,2026-01-15 18:47:54,4664.73,card,none,571647.0,14,Low,PINCODE_REUSE,pincode_orders_count=66,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,66,9999,1
2290,O000002374,U002637,2025-11-06 00:50:34,4655.1,netbanking,none,575439.0,14,Low,PINCODE_REUSE,pincode_orders_count=60,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,60,9999,1
2291,O000001421,U002439,2025-09-29 21:16:27,4638.74,card,none,577970.0,14,Low,PINCODE_REUSE,pincode_orders_count=51,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,51,9999,1
2292,O000000165,U000222,2025-08-10 13:38:40,4626.77,card,none,572149.0,14,Low,PINCODE_REUSE,pincode_orders_count=54,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,54,9999,0
2293,O000002153,U002521,2025-10-29 11:54:50,4522.52,card,cpn008,578796.0,14,Low,PINCODE_REUSE,pincode_orders_count=52,DEVICE_REUSE,device_orders_count=3,,,ALLOW,3.2102591321171445,0,3,52,9999,1
2294,O000004322,U000600,2026-01-20 10:44:18,4478.68,card,flash40,563967.0,14,Low,PINCODE_REUSE,pincode_orders_count=168,DEVICE_REUSE,device_orders_count=3,,,ALLOW,10.042822595547413,0,3,168,9999,0
2295,O000000359,U000378,2025-08-18 13:50:14,4462.2,netbanking,none,575618.0,14,Low,PINCODE_REUSE,pincode_orders_count=36,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,36,9999,0
2296,O000002159,U003176,2025-10-29 05:24:22,4430.0,card,none,579266.0,14,Low,PINCODE_REUSE,pincode_orders_count=52,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,52,9999,0
2297,O000000634,U003124,2025-08-30 19:48:28,4415.3,netbanking,none,574252.0,14,Low,PINCODE_REUSE,pincode_orders_count=51,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,51,9999,0
2298,O000004393,U002513,2026-01-23 01:30:31,4385.41,upi,none,573828.0,14,Low,PINCODE_REUSE,pincode_orders_count=52,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,52,9999,1
2299,O000001344,U000001,2025-09-27 18:23:07,4358.65,card,none,578018.0,14,Low,PINCODE_REUSE,pincode_orders_count=42,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,42,9999,0
2300,O000002656,U000493,2025-11-17 04:08:04,4295.58,netbanking,none,563967.0,14,Low,PINCODE_REUSE,pincode_orders_count=168,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,168,9999,0
2301,O000002066,U000897,2025-10-25 23:03:11,4253.77,upi,none,579609.0,14,Low,PINCODE_REUSE,pincode_orders_count=47,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,47,9999,0
2302,O000000313,U001505,2025-08-16 16:16:59,4224.87,upi,none,563966.0,14,Low,PINCODE_REUSE,pincode_orders_count=132,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,132,9999,0
2303,O000000905,U000186,2025-09-08 11:29:56,4220.22,card,none,565285.0,14,Low,PINCODE_REUSE,pincode_orders_count=120,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,120,9999,0
2304,O000003310,U000067,2025-12-14 04:45:19,4218.01,upi,cpn014,571222.0,14,Low,PINCODE_REUSE,pincode_orders_count=36,DEVICE_REUSE,device_orders_count=3,,,ALLOW,2.766245352131507,0,3,36,9999,0
2305,O000003525,U002743,2025-12-22 11:27:12,4192.28,upi,none,572769.0,14,Low,PINCODE_REUSE,pincode_orders_count=64,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,64,9999,0
2306,O000002322,U001946,2025-11-04 14:53:23,4185.83,upi,none,575439.0,14,Low,PINCODE_REUSE,pincode_orders_count=60,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,60,9999,1
2307,O000003370,U001940,2025-12-17 05:05:44,4156.2,card,none,571647.0,14,Low,PINCODE_REUSE,pincode_orders_count=66,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,66,9999,0
2308,O000000392,U001340,2025-08-19 22:39:40,4136.82,card,none,572163.0,14,Low,PINCODE_REUSE,pincode_orders_count=61,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,61,9999,0
2309,O000003029,U002840,2025-12-03 08:45:47,4133.81,wallet,none,575674.0,14,Low,PINCODE_REUSE,pincode_orders_count=44,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,44,9999,0
2310,O000000086,U002787,2025-08-06 10:53:07,4118.32,upi,none,572398.0,14,Low,PINCODE_REUSE,pincode_orders_count=56,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,56,9999,0
2311,O000004001,U001081,2026-01-10 11:23:11,4059.85,card,none,575439.0,14,Low,PINCODE_REUSE,pincode_orders_count=60,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,60,9999,0
2312,O000002177,U001588,2025-10-30 08:20:38,4017.96,card,cpn012,573709.0,14,Low,PINCODE_REUSE,pincode_orders_count=56,DEVICE_REUSE,device_orders_count=3,,,ALLOW,6.947725314731956,0,3,56,9999,0
2313,O000004059,U002054,2026-01-11 22:15:53,4008.98,netbanking,cpn014,563967.0,14,Low,PINCODE_REUSE,pincode_orders_count=168,DEVICE_REUSE,device_orders_count=3,,,ALLOW,2.9062867826920935,0,3,168,9999,1
2314,O000000995,U002829,2025-09-12 21:48:26,3998.2,upi,none,563967.0,14,Low,PINCODE_REUSE,pincode_orders_count=168,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,168,9999,0
2315,O000003557,U002263,2025-12-23 12:29:26,3997.32,upi,none,579266.0,14,Low,PINCODE_REUSE,pincode_orders_count=52,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,52,9999,0
2316,O000004465,U000771,2026-01-25 01:37:34,3994.27,netbanking,none,571541.0,14,Low,PINCODE_REUSE,pincode_orders_count=38,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,38,9999,0
2317,O000001336,U003036,2025-09-26 14:56:11,3965.9,card,none,579501.0,14,Low,PINCODE_REUSE,pincode_orders_count=40,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,40,9999,1
2318,O000003753,U002219,2025-12-31 08:23:11,3961.2,card,none,572769.0,14,Low,PINCODE_REUSE,pincode_orders_count=64,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,64,9999,0
2319,O000002009,U002351,2025-10-23 06:09:27,3955.01,netbanking,none,572495.0,14,Low,PINCODE_REUSE,pincode_orders_count=40,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,40,9999,0
2320,O000002719,U002249,2025-11-20 00:24:02,3938.57,card,none,574573.0,14,Low,PINCODE_REUSE,pincode_orders_count=50,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,50,9999,0
2321,O000002567,U000619,2025-11-13 20:20:20,3917.77,netbanking,cpn014,577545.0,14,Low,PINCODE_REUSE,pincode_orders_count=39,DEVICE_REUSE,device_orders_count=3,,,ALLOW,2.971937480341872,0,3,39,9999,0
2322,O000000367,U001492,2025-08-18 08:59:29,3886.82,upi,none,575439.0,14,Low,PINCODE_REUSE,pincode_orders_count=60,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,60,9999,0
2323,O000000933,U000493,2025-09-09 22:10:53,3886.82,netbanking,none,563967.0,14,Low,PINCODE_REUSE,pincode_orders_count=168,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,168,9999,0
2324,O000002125,U001672,2025-10-28 11:15:35,3878.7,upi,shipfree,574597.0,14,Low,PINCODE_REUSE,pincode_orders_count=37,DEVICE_REUSE,device_orders_count=3,,,ALLOW,2.0208654356228055,0,3,37,9999,0
2325,O000002770,U002689,2025-11-22 10:30:07,3876.17,card,none,574597.0,14,Low,PINCODE_REUSE,pincode_orders_count=37,DEVICE_REUSE,device_orders_count=3,,,ALLOW,0.0,0,3,37,9999,0
