order_id,session_id,user_id,order_ts,channel,device,device_id,ip_hash,shipping_pincode,city_tier,payment_method,coupon_id,gross_amount,discount_amount,shipping_amount,net_amount,promo_flag,order_status,discount_pct,signup_date,city_tier_user,segment,home_pincode,primary_device_id,risk_profile,session_ts,user_id_session,channel_session,device_session,device_id_session,ip_hash_session,pincode,promo_flag_session,item_count,total_qty,top_category,payment_attempts,failed_attempts,success_attempts,payment_failed_attempts_score,refund_flag,refund_amount,rto_flag,delivered_flag,coupon_discount_pct,high_discount_flag,coupon_used_flag,cod_flag,days_since_signup,new_user_flag,new_user_plus_coupon,prior_refunds_count,refund_history_user_flag,device_orders_count,device_reuse_score,pincode_orders_count,pincode_reuse_score,coupon_orders_user,coupon_repeat_user_flag,coupon_users_per_device,coupon_device_reuse_flag,pincode_rto_rate,high_rto_pincode_flag,net_amount_z,value_outlier_flag,risk_score,risk_band,reason_1,reason_2,reason_3
O000002074,S000046921,U001943,2025-10-25 17:25:27,search,web,D64e53c96a6,IPe8fcf7dd6f,577742.0,2.0,card,none,1520.9,0.0,0.0,1520.9,0,PLACED,0.0,2025-08-10,2.0,regular,577742.0,D64e53c96a6,normal,2025-10-25 17:14:41,U001943,search,web,D64e53c96a6,IPe8fcf7dd6f,577742.0,0,1,1,home,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,1,0,2,0.1,59,1.0,0,0,0,0,0.0,0,-0.8347417371556503,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002067,S000046767,U003019,2025-10-25 19:10:14,referral,web,Db0c5fd3d82,IPb965c43b42,574441.0,2.0,card,none,14200.2,0.0,0.0,14200.2,0,PLACED,0.0,2025-10-09,2.0,premium,574441.0,Db0c5fd3d82,normal,2025-10-25 19:06:38,U003019,referral,web,Db0c5fd3d82,IPb965c43b42,574441.0,0,4,5,grocery,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,39,1.0,0,0,0,0,0.0,0,3.267525088887401,1,16,Low,PINCODE_REUSE,VALUE_OUTLIER,DEVICE_REUSE
O000002070,S000046857,U001075,2025-10-25 20:33:10,email,web,Dc9941ca4bd,IP885a994a3e,574621.0,2.0,upi,none,7056.83,0.0,0.0,7056.83,0,PLACED,0.0,2025-08-09,2.0,value,574621.0,Dc9941ca4bd,normal,2025-10-25 20:30:16,U001075,email,web,Dc9941ca4bd,IP885a994a3e,574621.0,0,4,4,grocery,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,36,1.0,0,0,0,0,0.0,0,1.2477828757389215,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002072,S000046878,U001555,2025-10-25 21:40:42,referral,web,Dc6bcc61f01,IPca284b4376,579884.0,2.0,card,none,2525.52,0.0,0.0,2525.52,0,PLACED,0.0,2025-09-07,2.0,value,579884.0,Dc6bcc61f01,normal,2025-10-25 21:28:51,U001555,referral,web,Dc6bcc61f01,IPca284b4376,579884.0,0,2,2,grocery,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,42,1.0,0,0,0,0,0.0,0,-0.03341606647768444,0,8,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002068,S000046798,U001506,2025-10-25 22:25:14,email,mobile,D7abc081eed,IPef076038df,572788.0,1.0,upi,none,167.77,0.0,92.96,260.73,0,PLACED,0.0,2025-06-02,1.0,regular,572788.0,D7abc081eed,normal,2025-10-25 22:19:01,U001506,email,mobile,D7abc081eed,IPef076038df,572788.0,0,1,1,grocery,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,1,0,3,0.15,39,1.0,1,0,1,0,0.0,0,-0.6737709643643325,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002066,S000046756,U000897,2025-10-25 23:03:11,referral,mobile,D8ed0ff38bb,IP9db7bd8c6c,579609.0,2.0,upi,none,4253.77,0.0,0.0,4253.77,0,PLACED,0.0,2025-09-11,2.0,regular,579609.0,D8ed0ff38bb,normal,2025-10-25 22:56:21,U000897,referral,mobile,D8ed0ff38bb,IP9db7bd8c6c,579609.0,0,3,3,beauty,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,3,0.15,47,1.0,0,0,0,0,0.0,0,-0.2749934663266942,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002086,S000047253,U001266,2025-10-25 23:39:21,paid_social,web,D5ee0f4e16d,IPeb4fe95c3d,578418.0,1.0,upi,flash40,654.96,0.0,0.0,654.96,0,PLACED,0.0,2025-07-23,1.0,regular,578418.0,D5ee0f4e16d,coupon_abuser,2025-10-25 23:33:08,U001266,paid_social,web,D5ee0f4e16d,IPeb4fe95c3d,578418.0,0,1,1,books,3,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,0,9999,0,0,0,0,6,0.3,51,1.0,3,1,1,0,0.0,0,-0.7228239788434584,0,20,Low,COUPON_REPEAT_USER,PINCODE_REUSE,DEVICE_REUSE
O000002077,S000047060,U002912,2025-10-25 23:49:49,organic,web,Dcb01bd1e0b,IPb898236302,575674.0,2.0,card,none,11527.44,0.0,0.0,11527.44,0,PLACED,0.0,2025-06-04,2.0,regular,575674.0,Dcb01bd1e0b,normal,2025-10-25 23:35:22,U002912,organic,web,Dcb01bd1e0b,IPb898236302,575674.0,0,3,3,electronics,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,3,0.15,44,1.0,0,0,0,0,0.0,0,-0.003716167313446825,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002095,S000047472,U002084,2025-10-26 00:38:59,email,mobile,Dbdccface80,IP24ec3ef3ed,572398.0,2.0,card,none,19351.79,0.0,0.0,19351.79,0,PLACED,0.0,2025-07-06,2.0,regular,572398.0,Dbdccface80,normal,2025-10-26 00:28:13,U002084,email,mobile,Dbdccface80,IP24ec3ef3ed,572398.0,0,2,2,electronics,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,4,0.2,56,1.0,0,0,0,0,0.0,0,0.6746677628682273,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002098,S000047565,U001663,2025-10-26 00:49:46,email,web,D3f323bb00c,IPebea2df83f,574597.0,1.0,upi,none,7884.64,0.0,0.0,7884.64,0,PLACED,0.0,2025-09-10,1.0,regular,574597.0,D3f323bb00c,normal,2025-10-26 00:44:20,U001663,email,web,D3f323bb00c,IPebea2df83f,574597.0,0,2,2,home,2,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,4,0.2,37,1.0,0,0,0,0,0.0,0,0.30111419781996956,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002094,S000047465,U000804,2025-10-26 01:52:32,organic,mobile,D866ac6af5c,IP5bcc56814d,573634.0,2.0,upi,shipfree,4286.43,80.0,0.0,4206.43,0,PLACED,1.8663549853841073,2025-06-29,2.0,regular,573634.0,D866ac6af5c,normal,2025-10-26 01:38:08,U000804,organic,mobile,D866ac6af5c,IP5bcc56814d,573634.0,0,4,4,books,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,0,9999,0,0,0,0,2,0.1,37,1.0,1,0,1,0,0.0,0,-0.054354331932503566,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002096,S000047478,,2025-10-26 01:53:20,paid_social,mobile,D_G_c44e197bed,IP7d976d780d,563852.0,,wallet,none,3708.62,0.0,0.0,3708.62,0,PLACED,0.0,,,,,,,2025-10-26 01:44:38,,paid_social,mobile,D_G_c44e197bed,IP7d976d780d,563852.0,0,4,4,grocery,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,1,0.05,0,0,0,0,0.0,0,0.3010978971523621,0,1,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002093,S000047425,U000365,2025-10-26 02:09:55,referral,mobile,Dff1ebee1eb,IP5ae576a1f3,578963.0,1.0,cod,cpn014,4631.88,120.0,0.0,4511.88,0,PLACED,2.590740692764061,2025-07-28,1.0,value,578963.0,Dff1ebee1eb,normal,2025-10-26 02:08:43,U000365,referral,mobile,Dff1ebee1eb,IP5ae576a1f3,578963.0,0,3,3,electronics,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,1,9999,0,0,1,0,3,0.15,61,1.0,1,0,1,0,0.0,0,-0.6119766829122308,0,15,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000002089,S000047344,U000438,2025-10-26 02:59:37,search,web,D87d85299b2,IPb0ab95cb48,568375.0,3.0,upi,shipfree,3285.06,80.0,0.0,3205.06,0,PLACED,2.4352675445806167,2025-07-21,3.0,value,568375.0,D87d85299b2,high_refunder,2025-10-26 02:51:30,U000438,search,web,D87d85299b2,IPb0ab95cb48,568375.0,0,3,3,grocery,1,0,0,0.0,1.0,2322.28,0.0,0.0,,0,1,0,9999,0,0,1,0,3,0.15,124,1.0,1,0,1,0,0.0,0,0.15871952548002147,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002090,S000047392,U000190,2025-10-26 03:13:55,search,mobile,Dd0e09104d8,IP35e26287c4,577899.0,2.0,upi,none,9691.2,0.0,0.0,9691.2,0,PLACED,0.0,2025-07-07,2.0,regular,577899.0,Dd0e09104d8,normal,2025-10-26 03:12:43,U000190,search,mobile,Dd0e09104d8,IP35e26287c4,577899.0,0,4,4,electronics,2,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,54,1.0,0,0,0,0,0.0,0,-0.16292117577508225,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002101,S000047636,,2025-10-26 03:18:51,paid_social,mobile,D_G_e229884e9a,IP66e989a2a2,562541.0,,card,none,2795.68,0.0,0.0,2795.68,0,PLACED,0.0,,,,,,,2025-10-26 03:14:35,,paid_social,mobile,D_G_e229884e9a,IP66e989a2a2,562541.0,0,2,2,grocery,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,1,0.05,0,0,0,0,0.0,0,0.042969946889142824,0,1,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002092,S000047418,U000873,2025-10-26 06:25:31,email,mobile,D2c70ea870a,IPc04d8f4944,577548.0,1.0,upi,none,1609.33,0.0,0.0,1609.33,0,PLACED,0.0,2025-06-24,1.0,value,577548.0,D2c70ea870a,normal,2025-10-26 06:13:57,U000873,email,mobile,D2c70ea870a,IPc04d8f4944,577548.0,0,2,2,books,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,1,0,4,0.2,36,1.0,0,0,0,0,0.0,0,-0.543189242544853,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002107,S000047786,U000299,2025-10-26 09:48:51,paid_social,mobile,D729ae95b0f,IPfa893ed4ef,568518.0,3.0,netbanking,none,2029.67,0.0,0.0,2029.67,0,PLACED,0.0,2025-07-25,3.0,regular,568518.0,D729ae95b0f,card_tester,2025-10-26 09:44:12,U000299,paid_social,mobile,D729ae95b0f,IPfa893ed4ef,568518.0,0,2,2,books,4,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,6,0.3,164,1.0,0,0,0,0,0.0,0,-0.46407143178408333,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002106,S000047762,U002939,2025-10-26 12:28:00,search,mobile,D410c6a48f0,IP6d53762178,575842.0,1.0,card,none,5239.07,0.0,0.0,5239.07,0,PLACED,0.0,2025-10-03,1.0,regular,575842.0,D410c6a48f0,normal,2025-10-26 12:16:28,U002939,search,mobile,D410c6a48f0,IP6d53762178,575842.0,0,2,2,fashion,2,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,58,1.0,0,0,0,0,0.0,0,0.0029482001402031037,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002091,S000047399,U002851,2025-10-26 13:44:02,paid_social,,Dff46ca38c6,IP273d5e7b37,579260.0,2.0,upi,cpn008,2983.08,150.0,0.0,2833.08,0,PLACED,5.028359950118669,2025-06-11,2.0,premium,579260.0,Dff46ca38c6,normal,2025-10-26 13:37:30,U002851,paid_social,,Dff46ca38c6,IP273d5e7b37,579260.0,0,3,3,beauty,1,0,0,0.0,1.0,2734.22,0.0,0.0,,0,1,0,9999,0,0,1,0,3,0.15,64,1.0,1,0,1,0,0.0,0,-0.48657444556727375,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002102,S000047657,U000622,2025-10-26 16:17:48,search,web,D7a41c83e00,IPb36d68e58f,576422.0,2.0,upi,none,7703.37,0.0,0.0,7703.37,0,PLACED,0.0,2025-06-19,2.0,regular,576422.0,D7a41c83e00,normal,2025-10-26 16:10:44,U000622,search,web,D7a41c83e00,IPb36d68e58f,576422.0,0,4,5,fashion,2,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,3,0.15,61,1.0,0,0,0,0,0.0,0,0.505891975897383,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002099,S000047569,U002064,2025-10-26 17:09:46,organic,web,De10df9d601,IP5d299be925,578600.0,3.0,cod,none,243.98,0.0,78.21,322.19,0,PLACED,0.0,2025-08-13,3.0,regular,578600.0,De10df9d601,normal,2025-10-26 17:04:01,U002064,organic,web,De10df9d601,IP5d299be925,578600.0,0,1,1,books,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,1,9999,0,0,0,0,6,0.3,55,1.0,0,0,0,0,0.0,0,-0.7854590692152082,0,16,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000002105,S000047755,U001883,2025-10-26 17:23:51,organic,web,Dc8ecdb1d16,IPd37005aa68,572276.0,2.0,card,none,11850.86,0.0,0.0,11850.86,0,PLACED,0.0,2025-08-08,2.0,premium,572276.0,Dc8ecdb1d16,normal,2025-10-26 17:16:01,U001883,organic,web,Dc8ecdb1d16,IPd37005aa68,572276.0,0,3,3,electronics,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,4,0.2,35,1.0,0,0,0,0,0.0,0,0.024324875162842846,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002100,S000047575,,2025-10-26 17:47:52,paid_social,web,D_G_094c7e608a,IP370a56e75b,568318.0,,upi,none,2022.99,0.0,0.0,2022.99,0,PLACED,0.0,,,,,,,2025-10-26 17:40:21,,paid_social,web,D_G_094c7e608a,IP370a56e75b,568318.0,0,1,1,fashion,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,1,0.05,0,0,0,0,0.0,0,-0.6534278167153547,0,1,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002097,S000047548,U000778,2025-10-26 18:53:21,search,mobile,D60c396597d,IP71bff794d9,575661.0,1.0,cod,shipfree,1540.92,80.0,0.0,1460.92,0,PLACED,5.191703657555227,2025-08-07,1.0,value,575661.0,D60c396597d,normal,2025-10-26 18:44:05,U000778,search,mobile,D60c396597d,IP71bff794d9,575661.0,0,1,1,beauty,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,1,9999,0,0,0,0,3,0.15,51,1.0,1,0,1,0,0.0,0,-0.690927933291375,0,15,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000002104,S000047722,U001584,2025-10-26 19:21:50,organic,web,D60208c8cd1,IP9d839c3b14,568518.0,3.0,upi,none,5444.07,0.0,0.0,5444.07,0,PLACED,0.0,2025-07-21,3.0,regular,568518.0,D60208c8cd1,normal,2025-10-26 19:09:08,U001584,organic,web,D60208c8cd1,IP9d839c3b14,568518.0,0,3,3,electronics,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,164,1.0,1,0,1,0,0.0,0,-0.5311542866906848,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002103,S000047688,,2025-10-26 19:23:49,paid_social,web,D_G_449cccc2c8,IP2f20daae7e,567095.0,,upi,none,4333.76,0.0,0.0,4333.76,0,PLACED,0.0,,,,,,,2025-10-26 19:18:35,,paid_social,web,D_G_449cccc2c8,IP2f20daae7e,567095.0,0,4,4,beauty,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,1,0.05,0,0,0,0,0.0,0,-0.2630806897678011,0,1,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002108,S000047809,U001938,2025-10-26 19:54:32,search,web,D5ad7d8a2aa,IP255245c6ac,565285.0,1.0,wallet,flash40,1529.69,500.0,0.0,1029.69,0,PLACED,32.6863612888886,2025-07-28,1.0,regular,565285.0,D5ad7d8a2aa,coupon_abuser,2025-10-26 19:44:28,U001938,search,web,D5ad7d8a2aa,IP255245c6ac,565285.0,0,1,1,fashion,2,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,0,9999,0,0,0,0,4,0.2,120,1.0,3,1,1,0,0.0,0,-0.8561523439480805,0,20,Low,COUPON_REPEAT_USER,PINCODE_REUSE,DEVICE_REUSE
O000002088,S000047307,,2025-10-26 22:22:19,paid_social,mobile,D_G_758f5bb003,IPabc2c58c39,561463.0,,cod,none,15105.86,0.0,0.0,15105.86,0,PLACED,0.0,,,,,,,2025-10-26 22:08:11,,paid_social,mobile,D_G_758f5bb003,IPabc2c58c39,561463.0,0,3,3,home,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,1,9999,0,0,0,0,1,0.05,1,0.05,0,0,0,0,0.0,0,1.5900206576634963,0,7,Low,COD_ORDER,PINCODE_REUSE,DEVICE_REUSE
O000002116,S000048057,,2025-10-27 00:56:59,organic,mobile,D_G_959bf222a1,IP7bcb34764d,562811.0,,upi,none,5707.59,0.0,0.0,5707.59,0,PLACED,0.0,,,,,,,2025-10-27 00:45:47,,organic,mobile,D_G_959bf222a1,IP7bcb34764d,562811.0,0,1,1,home,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,2,0.1,0,0,0,0,0.0,0,-0.08746471383240365,0,1,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002120,S000048240,U003140,2025-10-27 01:15:00,paid_social,web,D04f7d1378e,IPc7a4310a3a,578796.0,2.0,card,none,2911.77,0.0,0.0,2911.77,0,CANCELLED_PAYMENT_FAILED,0.0,2025-07-16,2.0,value,578796.0,D04f7d1378e,card_tester,2025-10-27 01:05:12,U003140,paid_social,web,D04f7d1378e,IPc7a4310a3a,578796.0,0,1,1,fashion,2,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,2,1,3,0.15,52,1.0,1,0,1,0,0.0,0,-0.4720349793913817,0,17,Low,PINCODE_REUSE,REFUND_HISTORY,DEVICE_REUSE
O000002111,S000047957,U000068,2025-10-27 03:13:04,paid_social,web,D7d11efb54e,IP5ce2bc8a91,571561.0,2.0,card,none,3823.46,0.0,0.0,3823.46,0,PLACED,0.0,2025-07-27,2.0,regular,571561.0,D7d11efb54e,normal,2025-10-27 03:09:11,U000068,paid_social,web,D7d11efb54e,IP5ce2bc8a91,571561.0,0,2,2,books,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,28,1.0,0,0,0,0,0.0,0,-0.12643823540838497,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002123,S000048273,U000225,2025-10-27 05:28:58,organic,web,D8682eee1a7,IP2601131774,575139.0,2.0,upi,fashion30,12135.25,400.0,0.0,11735.25,0,PLACED,3.296182608516512,2025-09-10,2.0,value,575139.0,D8682eee1a7,normal,2025-10-27 05:17:19,U000225,organic,web,D8682eee1a7,IP2601131774,575139.0,0,4,4,fashion,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,0,9999,0,0,1,0,6,0.3,63,1.0,1,0,1,0,0.0,0,1.328766200058345,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002122,S000048268,U001569,2025-10-27 07:45:30,organic,mobile,Deca9bdfe07,IPbac4412af1,575438.0,3.0,card,none,5578.86,0.0,0.0,5578.86,0,CANCELLED_PAYMENT_FAILED,0.0,2025-08-25,3.0,value,575438.0,Deca9bdfe07,normal,2025-10-27 07:38:00,U001569,organic,mobile,Deca9bdfe07,IPbac4412af1,575438.0,0,3,3,fashion,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,38,1.0,1,0,1,0,0.0,0,0.07229660153797615,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002112,S000047972,U000126,2025-10-27 08:29:56,email,web,D0b8282bdac,IPb9853e78ee,563966.0,1.0,cod,none,4627.98,0.0,0.0,4627.98,0,PLACED,0.0,2025-05-27,1.0,premium,563966.0,D0b8282bdac,normal,2025-10-27 08:17:31,U000126,email,web,D0b8282bdac,IPb9853e78ee,563966.0,0,4,4,books,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,1,9999,0,0,0,0,4,0.2,132,1.0,0,0,0,0,0.0,0,0.024991229104281903,0,16,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000002109,S000047833,,2025-10-27 10:57:31,paid_social,mobile,D_G_6c35c2c1b2,IP9bb99240fb,569156.0,,upi,none,8248.82,0.0,0.0,8248.82,0,PLACED,0.0,,,,,,,2025-10-27 10:55:09,,paid_social,mobile,D_G_6c35c2c1b2,IP9bb99240fb,569156.0,0,2,2,electronics,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,2,0.1,0,0,0,0,0.0,0,-0.28797787865972363,0,1,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002110,S000047942,U000094,2025-10-27 11:51:51,organic,web,De70b464ce5,IP4fdd0abece,574252.0,1.0,upi,none,14040.21,0.0,0.0,14040.21,0,PLACED,0.0,2025-06-18,1.0,regular,574252.0,De70b464ce5,normal,2025-10-27 11:41:01,U000094,organic,web,De70b464ce5,IP4fdd0abece,574252.0,0,4,4,electronics,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,7,0.35,51,1.0,0,0,0,0,0.0,0,0.21414509761496311,0,11,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002119,S000048234,U002041,2025-10-27 12:01:22,search,mobile,Dd3ba467395,IP923a9e9d9e,575842.0,2.0,upi,none,20848.5,0.0,0.0,20848.5,0,PLACED,0.0,2025-08-02,2.0,value,575842.0,Dd3ba467395,normal,2025-10-27 11:55:33,U002041,search,mobile,Dd3ba467395,IP923a9e9d9e,575842.0,0,4,4,electronics,2,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,4,0.2,58,1.0,2,0,1,0,0.0,0,0.804434965529434,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002114,S000048030,U000600,2025-10-27 12:20:56,referral,mobile,D4e5bc83cda,IPac738ca05c,563967.0,2.0,cod,none,11267.16,0.0,0.0,11267.16,0,PLACED,0.0,2025-07-27,2.0,regular,563967.0,D4e5bc83cda,normal,2025-10-27 12:18:07,U000600,referral,mobile,D4e5bc83cda,IPac738ca05c,563967.0,0,3,3,home,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,1,9999,0,0,0,0,3,0.15,168,1.0,2,0,1,0,0.0,0,0.9048559310104728,0,15,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000002115,S000048038,U000110,2025-10-27 15:47:07,paid_social,web,Dcc4a3c5bc6,IP81b312b50f,578796.0,1.0,netbanking,flash40,10625.13,500.0,0.0,10125.13,0,PLACED,4.705824775790979,2025-08-03,1.0,value,578796.0,Dcc4a3c5bc6,coupon_abuser,2025-10-27 15:40:30,U000110,paid_social,web,Dcc4a3c5bc6,IP81b312b50f,578796.0,0,4,4,beauty,3,0,0,0.0,1.0,10125.13,0.0,0.0,,0,1,0,9999,0,0,2,1,5,0.25,52,1.0,3,1,1,0,0.0,0,0.5994183323584295,0,28,Low,COUPON_REPEAT_USER,PINCODE_REUSE,REFUND_HISTORY
O000002121,S000048241,U000813,2025-10-27 16:01:27,email,mobile,D2b8eeca12d,IP24edf7a1a8,574252.0,1.0,card,none,1240.46,0.0,0.0,1240.46,0,PLACED,0.0,2025-10-27,1.0,value,574252.0,D2b8eeca12d,normal,2025-10-27 15:51:56,U000813,email,mobile,D2b8eeca12d,IP24edf7a1a8,574252.0,0,1,1,fashion,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,51,1.0,0,0,0,0,0.0,0,-0.8131358850687475,0,8,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002118,S000048196,,2025-10-27 18:40:52,email,web,D_G_8f64d3f16c,IP4c493182a9,563573.0,,upi,flash40,13795.76,500.0,0.0,13295.76,0,PLACED,3.6243019594426116,,,,,,,2025-10-27 18:30:05,,email,web,D_G_8f64d3f16c,IP4c493182a9,563573.0,0,4,4,beauty,1,0,0,0.0,1.0,13295.76,0.0,0.0,,0,1,0,9999,0,0,0,0,1,0.05,1,0.05,0,0,0,0,0.0,0,1.0716149411960778,0,1,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002117,S000048126,U001047,2025-10-27 20:35:52,organic,mobile,D21c5a3ab34,IP17c08ba266,573709.0,1.0,card,shipfree,696.33,80.0,0.0,616.33,0,PLACED,11.488805595048323,2025-07-30,1.0,value,573709.0,D21c5a3ab34,normal,2025-10-27 20:33:49,U001047,organic,mobile,D21c5a3ab34,IP17c08ba266,573709.0,0,2,2,grocery,1,0,0,0.0,1.0,616.33,0.0,0.0,,0,1,0,9999,0,0,1,0,2,0.1,56,1.0,1,0,1,0,0.0,0,-0.5732273370573892,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002113,S000048006,U000103,2025-10-27 22:44:42,referral,mobile,D1dcccc350f,IP4adc3b46cd,563967.0,2.0,card,none,11399.76,0.0,0.0,11399.76,0,PLACED,0.0,2025-07-14,2.0,regular,563967.0,D1dcccc350f,rto_prone,2025-10-27 22:39:29,U000103,referral,mobile,D1dcccc350f,IP4adc3b46cd,563967.0,0,4,4,beauty,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,3,0.15,168,1.0,1,0,1,0,0.0,0,0.7892468407377522,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002149,S000048864,U002894,2025-10-28 01:12:35,referral,web,Dab12eab9bf,IP01943c9853,579260.0,3.0,card,none,4330.84,0.0,0.0,4330.84,0,PLACED,0.0,2025-07-18,3.0,value,579260.0,Dab12eab9bf,normal,2025-10-28 01:02:15,U002894,referral,web,Dab12eab9bf,IP01943c9853,579260.0,0,4,4,home,1,0,0,0.0,1.0,4330.84,0.0,0.0,,0,0,0,9999,0,0,1,0,2,0.1,64,1.0,0,0,0,0,0.0,0,-0.3331990867762519,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000002129,S000048437,U001827,2025-10-28 01:50:10,organic,mobile,Dac0d01ac75,IP613566bff7,572398.0,2.0,wallet,cpn014,1281.07,120.0,0.0,1161.07,0,PLACED,9.367169631636054,2025-07-16,2.0,regular,572398.0,Dac0d01ac75,normal,2025-10-28 01:47:13,U001827,organic,mobile,Dac0d01ac75,IP613566bff7,572398.0,0,3,3,books,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,0,9999,0,0,0,0,3,0.15,56,1.0,1,0,1,0,0.0,0,-0.6275622497571637,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
